,manner_degree,title,price,like,chat,view,category,time,article,total_area_revised
1189,38.9,삼성 갤럭시워치4 44mm 검정 lte,160000,4,3,184,디지털기기,0.4166666666666667,"
재목그대로 팔고요
올 초 구입해서 사용은 안하고 
보관하다가 처분합니다
제조년도 22년 1월
정상해지 되었고
거이 새거라 보시면 됩니다
판매하려고 하루정도 전원켜고 폰하고 연결해서 테스트해보니 연결 잘되고 배터리나 다른 이상은 없습니다
충전시 발열도 없고요
",대전
1190,36.5,갤럭시워치4판매합니다,200000,1,0,123,디지털기기,0.4166666666666667,"
생활기스있고 액정은 필름부착되어있습니다
박스 충전기 정품스트랩 사진상보이는 메탈스트랩포함 입니다.
적정선에서 네고진행해주시면 감사하겠습니다.
",대구
1191,36.7,갤럭시워치 고속충전기 팝니다,22000,2,0,47,디지털기기,0.375,"
미개봉품 입니다
삼성 홈페이지에 42600원에 판매중인 상품입니다
모델명 EP-OR900BBEGKR
5V 2A 정격전압으로 고속충전 지원가능한 제품입니다
",부산
1192,41.7,갤럭시워치5 핑크 미개봉,240000,0,0,82,디지털기기,0.4166666666666667,"
갤럭시워치 핑크
24만원에 판매해요 🙂
블루투스이고 40mm입니다.
개봉하지 않은 새상품입니다.
",강원도
1193,39.4,갤럭시워치4 40mm화이트,140000,6,2,297,디지털기기,0.4166666666666667,"
구매한지 4개월 정도되었어요
Z플립 구매했다 불편해서 다시 아이폰 바로 넘어와서 실사용 길지 않습니다.
생활기스 사진 참고 해주세요
따로 구매한 실버스트랩 같이 드려요
풀박 그대로 충전기까지 가지고 있습니다
구매한날 바로 강화유리 필름 붙이고 이제떼서 액정기스 없어요
기본제공 스트랩은 아예 사용한적 없습니다
네고 정중하게 사양❌
중고 거래 특성상 교환환불❌
애플워치se실버랑 교환도 가능❗️
거래위치
송천동 신동처 근처 
서곡세무서 근처 
서곡은 당일 아침7시반까지 말씀 해주시면 그날 거래 가능해요!
",전북
1194,38.5,갤럭시 액티브2 워치,90000,11,2,380,디지털기기,0.4166666666666667,"
갤럭시 액티브2  워치
거의 사용하지 않아 내놓습니다
44mm스트랩시계줄 베젤케이스 장착해서
스타일이 꽤 좋아졌다  생각합니다
기기 아무 이상없고 풀박이고 상태좋습니다
명지대교회에서 직거래 원합니다
",서울
1195,53.2,삼성 갤럭시워치4 44mm 골프에디션 미개봉팝니다 (블랙),190000,1,1,30,디지털기기,0.4166666666666667,"
삼성 갤럭시워치4 44mm 골프에디션 미개봉팝니다
선물받았고 워치사용중이어서 팝니다
시지중학교정문앞 직거래로 팝니다
",대구
1196,38.6,미개봉   갤럭시워치4   자가유통  은색 44mm,190000,3,0,88,디지털기기,0.375,"
미개봉 제품
워치4  은색 44mm 입니다
가장 최신 생산일자로 골라서 가져왔어요.
디지털프라자에서  오늘 받았슴니다
구매후 반품 없는 조건으로
판매함니다
",경남
1197,40.5,갤럭시워치3,120000,5,0,153,디지털기기,0.4166666666666667,"
제조년도 2020.08
갤럭시워치3 45mm 블랙 모델입니다. 
정품 충전기, 슈피겐에서 구입한 충전거치대 포함
검정색 스트랩은 두번째 사진 참고해주세요
",경기도
1198,49.6,갤럭시 워치 4 정품 충전기,15000,7,1,91,디지털기기,0.4166666666666667,"
7월에 구매했고 2022년 1월 생산된 갤럭시워치 충전기입니다. 정품입니다. 워치4 5 충전 잘 됩니다.
",서울
1199,37.2,갤럭시워치4 40mm 미개봉 새제품 팔아요.,170000,24,14,581,디지털기기,0.375,"
갤럭시워치4 40mm 미개봉 팔아요.
휴대폰 사면서 받은 새제품입니다.
액정필름 같이드립니다.
블랙이랑 실버입니다.
길음역 직거래합니다.
",서울
1200,81.6,갤럭시 워치5 프로 45mm 힐링쉴드 강화유리 측면 보호필름,6000,0,0,69,디지털기기,0.4166666666666667,"
액정보호 강화유리는 9H
측면테두리는 무광 입니다.
",경기도
1201,42.4,갤럭시 워치4 블랙 44mm 골프에디션 박스미개봉,199800,9,1,202,디지털기기,0.4166666666666667,"
갤럭시 워치4 44mm 블랙 골프 에디션
박스 미개봉 새제품 입니다.
골프 에디션은 일반 갤럭시 워치4 동일 스펙에 
추가로 골프 관련 기능이 워치에 추가로 내장되어 있으며, 
해당 솔루션 평생 무료 사용권이 같이 
포함 된 에디션 입니다.
",경기도
1202,37.2,갤럭시 워치4 클래식 실버 16GB 46mm 블루투스모델 판매합니다.,180000,3,3,119,디지털기기,0.4166666666666667,"
충전기 까지 풀박스입니다.
올해 초에 구입했고 삼성정품 메탈 스트랩, 
자석스트랩 같이 드립니다.
베젤에 잘 보이지 않는 생활기스 액정은 강화유리 부착 사용. 상태 좋습니다!! 편하게 연락주세요~~
",충남
1203,40.4,갤럭시워치5 40mm 풀커버 스트랩 (새상품/미개봉),19000,0,0,47,스포츠/레저,0.4166666666666667,"
갤럭시워치5 40mm 풀커버 스트랩 (새상품/미개봉)
",대구
1204,43.7,[미개봉] 갤럭시워치5 44mm 그라파이트 팝니다!,270000,7,4,146,디지털기기,0.4166666666666667,"
미개봉 새상품입니다.
44m 그라파이트 블루투스입니다
일부러 사이즈 큰거 샀는데 작은걸로 변경해야할 것 같아서 판매합니다.
구매해주시는 분께 스타벅스 아메리카노 커피쿠폰 드릴께요~
직거래. 파크한양수자인
",경기도
1205,48.5,갤럭시워치4 클래식 46MM 셀룰러 판매합니다,220000,0,0,23,디지털기기,0.4166666666666667,"
갤럭시워치4 클래식 46MM 셀룰러 판매합니다
KT정상해지된 공기기상태입니다
원래 시계줄은 미사용상태이며(다른시계줄사용)
충전기만 사용했으며, 그대로 보관중입니다~!
액정에만 약간의 사용감있으며, 찍힘기스없는 깨끗한 A급 상태입니다
",세종시
1206,37.0,갤럭시워치,60000,7,5,848,디지털기기,0.375,"
(구성)워치,충전기,줄
",광주
1207,47.1,갤럭시 워치4 40mm 핑크 LTE,180000,0,0,42,디지털기기,0.375,"
개통초기 실착 두번정도했고
뒷면 스티거도 재거안할만큼 사용안했습니다
LTE모델이며 블루투스만으로도 사용가능합니다.
충전기 따로 있는데 사진을 못올렸네요.
터무니없는 가격제안 사양합니다.
",광주
1208,48.7,미개봉 갤럭시워치5 풀커버 스타일링팩 40mm,23000,0,0,57,기타 중고물품,0.4166666666666667,"
뜯지않은 미개봉 상품입니다 :)
스톤헨지스트랩링과 교환 가능합니다
🙋‍♀️직거래, 문고리거래 : 성남시 성남동(평일 아무때나)/ 강남역(금,토,일 정오)
🚚택배 : 선불3,000원 or 착불
",경기도
1209,53.2,미개봉 갤럭시워치5 실버 40mm,260000,3,1,75,디지털기기,0.4166666666666667,"
갤럭시 워치5 40mm 16기가
미개봉입니다
궁금하신건 문의주세요
",서울
1210,42.0,갤럭시 워치 충전기,13000,4,0,57,디지털기기,0.4166666666666667,"
갤럭시워치 충전기 사무실에서 사용하던것인데 워치5 변경하면서 저렴하게 내놓습니다
중고거래상 반품 × 환불× 정중히 사양합니다 
오천에서 거래가능합니다
",경북
1211,39.3,갤럭시 워치5 44m 블랙 팔아요,270000,1,1,170,디지털기기,0.4166666666666667,"
갤럭시 워치5 44m 그라파이트(블랙) 팔아요.
미개봉 새제품 입니다. 6시쯤  택배 배송 오면 바로
거래 가능합니다. 에눌 안되구요 뜯지도 않은 새제품입니다.
제가 쓸려고 샀다가 변심으로 당근에 올리는데
안팔리면 그냥 쓸려고 합니다.
",울산
1212,39.2,겔럭시 워치4 클래식 (가격내림),210000,7,1,587,디지털기기,0.4166666666666667,"
2021년 10월 제조 상품
블루투스 전용
구성품은 첨부 사진 참조
일반 시계와 번갈아 차서 실착은 금일까지 기간보다 적습니다
금액은 네고 없이 올립니다
상태가 좋아 실물 보시고 정하셔도 됩니다
생각 정하시면 연락 주세요....
",경기도
1213,36.7,갤럭시 워치4 44mm 블랙 팝니다.,230000,8,3,253,디지털기기,0.4166666666666667,"
갤럭시워치4  44mm  블랙 팝니다.
아이폰으로 변경하게되어 사용이 불가해서 파네요~
액정강화유리 및 베젤링 사용하여 워치 본체나 액정은 기스나 찍힘 없습니다.
사진 참조하시고 아래 구성품 전부다 같이 패키지로 판매입니다^^
1. 기본스트랩(블랙. 미사용)
2. 삼성정품 하이브리드 레더 스트랩(디버클추가구매,정가4.9만)
3. 링케 메탈밴드(정가 4.9만)
4. 링케 베젤링(실버.정가1만)
5. 링케 베젤링(유광블랙.정가 2.3만)
6. 링케 강화유리(부착중. 여분1개)
현재는 초기화 완료후 기본스트랩으로 체결하여 박스 포장해놓았습니다
",경북
1214,39.4,갤럭시 워치4 올리브그린 스포츠 밴드(정품),25000,1,0,33,디지털기기,0.375,"
안녕하십니까,
워치4 올리브그린 스트랩 판매합니다. (s/m 사이즈)
7월에 구매하여 8월까지 사용했습니다.
연락 주세요.
",서울
1215,36.5,[미개봉] 갤럭시 워치5 44mm (그라파이트),290000,4,0,78,디지털기기,0.4166666666666667,"
미개봉한 갤럭시 워치5 44mm (그라파이트)(블루투스)(LTE 아님) 입니다.
- 구매시기: 2022.9.1. (선물받은제품)
- 사용횟수: 미사용. 미개봉.
- 직거래 가능 장소: 신논현역/강남역
",서울
1216,36.9,갤럭시 워치3 45mm거의새거.착용2번정도함.,130000,5,0,91,디지털기기,0.4166666666666667,"
거의새거입니다쓰지않고나두다가팝니다.
기스하나없습니다.밴드는가죽이랑고무잇습니다.
교환.반품안됩니다.
",부산
1217,36.4,갤럭시 워치4 40mm팝니다,150000,4,2,169,디지털기기,0.4166666666666667,"
사용 하자 애플로 갈아타서 팔아요
잔기사 조금있는 편입니다.
사진에 있는 줄 케이스 함께 드려요
",제주
1218,63.6,갤럭시워치4 44mm 블랙(블루투스) 팝니다.,120000,6,2,128,디지털기기,0.4166666666666667,"
갤럭시워치4 44mm 블랙(블루투스) 입니다.
화면은 강화유리 부착하고 사용해서 깨끗한데 두번째 사진에 나와있듯이 사이드 모서리에 흠집이 하나 있습니다. 다른 부분은 깨끗하고 시계줄은 다른거 사용해서 새거입니다.
강남구, 송파구 일대에서 직거래 가능합니다.
",서울
1219,37.2,갤럭시워치5프로*미개봉*새제품,420000,0,3,178,디지털기기,0.4166666666666667,"
갤럭시워치5프로
*45mm
*블루투스
*충전거치대 세트
*새상품
*미개봉
직거래는 논현역 인근/강남구청역
",서울
1220,40.6,갤럭시 워치4 44mm 블랙 골프에디션 미개봉,185000,14,2,434,디지털기기,0.4166666666666667,"
갤럭시 워치4 44mm 블랙 골프에디션
미개봉 상태로 판매합니다
",경기도
1221,36.5,갤럭시 워치 (R805) 팝니다.,50000,2,0,153,디지털기기,0.4166666666666667,"
정상해지됬고 충전기없습니다.
",대전
1222,36.8,(미개봉)겔럭시 워치5 프로 티타늄 45mm 그레이 팝니다.,400000,2,0,86,디지털기기,0.4166666666666667,"
-가격: 40만원(블루투스)
-직거래 즉시 배송가능(포인트 차감 구입)
-최저가 보다 저렴하게 팝니다.
-거래는 매곡 에일린의 뜰 2차 후문에서 가능
-구입 희망하시는분은  ***-****-**** 로 문자 주세요.
",울산
1223,42.6,갤럭시워치 삼성정품 밀레니즈밴드,43000,0,0,118,남성패션/잡화,0.4166666666666667,"
새거랑 다름없습니다.
집에서 15분 사용 햇습니다.
40mm용 밴드입니다.
",경북
1224,41.1,갤럭시워치5 30프로 쿠폰 외,18000,7,2,233,디지털기기,0.4166666666666667,"
겔럭시 워치5 30프로 쿠폰 팝니다.
원하는 옵션 가격 + 18,000원 더해서 입금해주시면 선물하기로 (문자발송) 구매해드립니다.
구매 후, 선택 수정이나 환불 불가능 합니다.
더 프리스타일 플러스 = 가격+10,000원
워치5 30프로                 1매
더 프리스타일 플러스     2매
필요하신분 연락주세요
",서울
1225,37.1,갤럭시워치5 44mm미개봉삽니다,240000,0,0,8,삽니다,0.4166666666666667,"
블루투스 그라파이트 구매원해요
",경기도
1226,36.5,갤럭시워치5. 미개봉 새상품 그라이파이트,290000,2,1,111,디지털기기,0.4166666666666667,"
미개봉 새상품입니다
",대구
1227,43.6,갤럭시워치 4 44mm,130000,19,14,1010,디지털기기,0.4166666666666667,"
올해 2월 구매
실사용 5회
운동하려고 샀다가 포기했어요
커버 씌워져있고 사진에 나온게 다입니다
실버입니다 블루투스와 요금제 연결하여 사용하세요
시계 정품 줄 아니구요 박스 없어요
예민하신분 사절입니다
",부산
1228,39.3,갤럭시 워치5 30프로할인권 팔아요,30000,0,0,166,디지털기기,0.4166666666666667,"
사진과같이30프로할인된가격으로구매가능한 쿠폰입니다
연락주세요
",전북
1229,44.7,만랩 3in1 무선충전 / 갤럭시 워치,15000,5,0,101,디지털기기,0.4166666666666667,"
만랩 3in1 무선충전 / 갤럭시 워치
led부분은 일단 막아놨지만 정상 작동합니다
충전 스펙은 사진 참고하시기 바랍니다
서교동, 홍대 직거래 가능합니다. 
박스와 충전기만 있습니다
",서울
1230,39.3,갤럭시워치5 30프로 할인권 팝니다,30000,0,0,211,디지털기기,0.4166666666666667,"
연락주세요
",전북
1231,36.5,갤럭시 워치 액티브2 44mm,90000,9,1,230,디지털기기,0.4166666666666667,"
상태좋고 깨끗합니다
워치보호 케이스도 드려요
",부산
1232,36.5,갤럭시워치5 44mm 블루투스 미개봉 새제품 판매,285000,4,0,127,디지털기기,0.4166666666666667,"
갤럭시워치5 블루투스
44mm
색상 그라파이트
미개봉 새제품
이번에 새로나온 신제품입니다. 
길음역 직거래합니당
",서울
1233,41.9,갤럭시워치4클래식 46mm 전시상품 블랙만 있음,220000,4,2,216,디지털기기,0.4166666666666667,"
전시와 개봉만 한 새상품입니다 초기화상태구요
",대구
1234,38.6,갤럭시 워치가죽스트랩,15000,0,0,201,디지털기기,0.4166666666666667,"
워치 정품가죽스트랩입니다 ~^^
사용감은 좀 있어요 필요하신 분들 연락주세요~^^
",경기도
1235,50.3,겔럭시워치,190000,3,0,740,디지털기기,0.4166666666666667,"
구매하고선 해외투어에 사용했고 
국내 라운드때 5회정도?
코로나19 땜에 해외는 꿈도 
못꾸고 플레이골프엔 필수 아이템
한참을 사용 안 하다보니
충전줄을 찿을수가 없네요ㅠ
핸드폰 충전기랑 호환이 되서 다행이네요 
대청소하면 찿을거같기도 하고ㅎ
일단 당근에 나왔어요
잠실나루역에서 직거래가능
",서울
1236,37.7,갤럭시워치5(30%할인),30000,3,0,489,디지털기기,0.4166666666666667,"
갤럭시워치5 40mm  (운영 정책에 의한 URL 자동 숨김)  209,300원
갤럭시워치5 40mm  (운영 정책에 의한 URL 자동 숨김)  231,000원
갤럭시워치5 44mm  (운영 정책에 의한 URL 자동 숨김)  230,300원
갤럭시워치5 44mm  (운영 정책에 의한 URL 자동 숨김)  254,100원
갤럭시워치5 Pro 45mm  (운영 정책에 의한 URL 자동 숨김)  349,300원
갤럭시워치5 Pro 45mm  (운영 정책에 의한 URL 자동 숨김)  369,600원
갤럭시워치5 40mm 골프에디션: 244,300원
갤럭시워치5 44mm 골프에디션: 265,300원
갤럭시워치5 Pro 45mm 골프에디션: 384,300원
구매하실 모델 가격+30,000원 입금해주시면
받으실 주소지로 구매해드립니다
",울산
1237,50.3,겔럭시워치,190000,3,0,740,디지털기기,0.4166666666666667,"
구매하고선 해외투어에 사용했고 
국내 라운드때 5회정도?
코로나19 땜에 해외는 꿈도 
못꾸고 플레이골프엔 필수 아이템
한참을 사용 안 하다보니
충전줄을 찿을수가 없네요ㅠ
핸드폰 충전기랑 호환이 되서 다행이네요 
대청소하면 찿을거같기도 하고ㅎ
일단 당근에 나왔어요
잠실나루역에서 직거래가능
",서울
1238,38.0,갤럭시 워치 3 미스틱 브론즈 41mm,133000,0,0,85,디지털기기,0.4166666666666667,"
삼성 매장에서 샀습니다! 2020년 11월 생산 제품입니다,
삼성 디지털 프라자에서 구매했습니당
구매 당시부터 지금까지 10-15회정도 찼어요
다만, 거칠게 쓴건 하나도 없어서 ..! 가죽스트랩은 2번차고 
너무 맞질 않아 그대로 보관해서 지금 사진의 스트랩으로
착용하였습니다, 액정필름도 구매당시 지금까지 쭉 붙이고다녀서 액정은 엄청 새거같을거에요! 떼지 않았습니다.
워치를 생각보다 저는 안쓰게 되더라구요. 팔에 걸치고 일을
하는게 불편하달까..(?) 상세히 보시라고 사진 올려드려요
그래도 착용감은 있는거 같아 최대한 제나름 자세히
여러장 올려드렸습니다 ! 
사시게되면 박스+ 본품과 스트랩 2개 +충전기 가 될거같아요!
직거래 장소는 방학역 3번출구입니당 ! 
제 나름 고민해서 올린 가격이라 12.5만원까지는 되는데 그이상의 에눌은 어려울거 같아요 ! 죄송합니다.
사실분만 연락 부탁드릴게요 🙆🏻‍♀️🙏🏻
",서울
1239,41.9,갤럭시워치4클래식 46mm 전시상품 블랙만 있음,220000,4,2,216,디지털기기,0.4166666666666667,"
전시와 개봉만 한 새상품입니다 초기화상태구요
",대구
1240,44.7,만랩 3in1 무선충전 / 갤럭시 워치,15000,5,0,101,디지털기기,0.4166666666666667,"
만랩 3in1 무선충전 / 갤럭시 워치
led부분은 일단 막아놨지만 정상 작동합니다
충전 스펙은 사진 참고하시기 바랍니다
서교동, 홍대 직거래 가능합니다. 
박스와 충전기만 있습니다
",서울
1241,40.6,갤럭시 워치1 블랙 42mm kt lte 셀룰러,60000,1,0,46,디지털기기,0.4166666666666667,"
직거래 : 누리꿈스퀘어
참고 : 2018.9 제조 / kt향 lte 셀룰러 / 정상해지 공기기 / 초기화 상태 / 강화유리 붙여있음
",서울
1242,36.8,갤럭시 워치 3  LTE  45mm,90000,5,1,164,디지털기기,0.4166666666666667,"
갤럭시 워치3  lte  45mm 입니다.
블루투스로도 사용 가능하며 ,개통해서도 사용하실수 있는
lte 워치입니다.
생활기스는 있으나 깨끗하게 사용했으며,
사진에 보이는 스트랩 모두 함께 드립니다.
충전기는 개봉도 하지 않은 새것 드리며,
케이스박스는 워치3가 없어 워치5박스에 담아드려요.
(정상해지 했으며 통신사 상관없습니다)
",경기도
1243,43.1,갤럭시 워치 골프 에디션 스트랩 (삼성정품 새상품),7000,14,8,509,남성패션/잡화,0.4166666666666667,"
최근구매
모델명 MD-GOLF22
22mm
삼성 매장 정품.리미티드 제품
새상품
골프에디션이라 탄성.내구성 굿
정가 39.000원
판매가 7000원
직거래ㅡ홍대.은평구청
택배가능ㅡ로젠 선불3천원(편의점반값택배불가)
워치2.워치3에 잘 맞음
여러개의 타공으로 통기성 굿.착용감.내구성 굿~
~가격에눌 대답안함~
",서울
1244,44.2,[갤럭시 워치4 40mm 화이트 실버] 단순개봉품,140000,2,9,216,디지털기기,0.4166666666666667,"
2022년 8월 6일 삼성 정품 구매 / 영수증 드림
갤럭시 워치4 화이트 실버 40mm
단순개봉품입니다.
완전 미사용 전원도 안켜봄!
측면 액정 후면 무기스 무흠집 무먼지 
새제품입니다..
아이폰으로 넘어가서 한번도 사용 안하고 판매합니다
",경남
1245,37.6,삼성전자 갤럭시 워치 4 44mm 실버,170000,7,4,348,디지털기기,0.4166666666666667,"
삼성전자 갤럭시 워치 4 44mm 실버
3월초에 구매
크리스탈 케이스 씌워서
실착용은 서너번 됩니다.
사용안하고 몇달째 그냥 놔둔 상태구요.
케이스랑 충전기 그대로 있습니다.
",서울
1246,36.9,갤럭시워치4 클래식 46mm 블랙팝니다,220000,7,2,478,디지털기기,0.4166666666666667,"
갤럭시워치4 클래식 46mm 판매합니다
블루투스 버전입니다.
색상은 블랙이고 베젤에 기스 약간 있는 것 빼곤 상태 매우 좋습니다
박스있고 본체와 충전 케이블 구성입니다
성남광주 직거래, 택배거래 가능합니다
",경기도
1247,36.5,갤럭시 워치4클래식 46mm/LTE(SKT),300000,4,1,385,디지털기기,0.4166666666666667,"
구매시기 : 22년 02월 말쯤  
미개봉상태이고 LTE가능해요
SK텔레콤전용입니다.
",전남
1248,37.6,"갤럭시워치 4 블랙, 40mm, gps+케이스(새상품급)",140000,11,2,150,디지털기기,0.4166666666666667,"
선물받아서 케이스도 씌워놨는데 애플워치가 있어서 실사용을 두번밖에 못했습니다.
케이스랑 충전기까지 그대로 함께 드립니다. 사용을 안해서 당연히 하자 없고 정말 새상품이라고 보시면 됩니다.
충전기+본품+케이스 구성입니다.
연락주세요.
가격 조정 어렵습니다.
 대신 상품 상태는 새상품급으로 정말 보장합니다.
",제주
1249,36.6,"갤럭시워치5프로 블랙(블루투스,사전예약 사은품 포함)",430000,8,5,538,디지털기기,0.4166666666666667,"
아이폰이랑 같이 사용할수 없어 판매합니다😭😭😭
박스 개봉후 페어링 하려고 한번 착용 했습니다
이후 전원 끄고 박스에 잘 보관중입니다.
구매 하시고자 하는 분께 사전예약때 구매하여 받은 사은품(무선충전기,스트랩)같이 드립니다.
의정부역 직거래 원합니다 연락주세요~🙇🏻‍♂️
",경기도
1250,52.6,갤럭시워치4 클래식 42mm 투명케이스 2개 판매(새상품),10000,0,2,286,디지털기기,0.4166666666666667,"
새상품 일괄 판매합니다.
문고리거래 희망합니다🤗
중고거래 특성상 반품,환불 안됩니다^^
서로 예의 있는 구매자 , 판매자로 만나요🙋‍♂️
",경기도
1251,38.9,갤럭시 워치 4클래식46mm        충전기도 있어요,210000,0,1,151,기타 중고물품,0.4166666666666667,"
1번밖에 안 썻어요
",전북
1252,39.5,삼성전자 갤럭시 워치 실버 SM-R800 판매,150000,4,1,1009,디지털기기,0.4166666666666667,"
사용감 약간 있습니다.
스트랩 한번도 착용안한 검정색 소가죽도 2개 있는데 그것도 드립니다.
",충남
1253,37.9,🔥갤럭시 워치5 40mm LTE 그라파이트 미개봉 새상품🔥,240000,16,1,307,디지털기기,0.4166666666666667,"
LTE 및 블루투스 사용가능합니다
8월 말일쯤 선물받았는데 애플워치 이미사용중이라 판매합니다 연락주세요
",경기도
1254,36.6,미사용 가개통갤럭시워치5 실버색상판매합니다,250000,15,10,970,디지털기기,0.4166666666666667,"
미사용 가개통갤럭시워치5 실버색상판매합니다
사용하지않은 새재품입니다
모든 통신사사용가능입니다
블루투스 연결하셔서 사용가능합니다
단순개봉상품입니다
",경북
1255,39.1,갤럭시 워치4 클래식 42mm 블루투스 판매합니다,140000,22,2,667,디지털기기,0.4166666666666667,"
구매한지는 1년정도 됐습니다
사용 많이 안했습니다 구성품은 시계본체랑 충전기 있습니다 바디에 실기스가 있는데 사진에는 잘 안나오네요 만촌네거리 부근 지하철 담티역에서 직거래 가능하고 8시 이후에는 팔달시장서 가능합니다 연락 언제든 주셔도 됩니다
",대구
1256,36.5,갤럭시 워치5 프로 그레이 티타늄 45mm 풀세트 미개봉 팝니다.,450000,1,0,81,디지털기기,0.4166666666666667,"
갤럭시 워치5 프로 그레이 티타늄 45mm 풀세트 미개봉 팝니다.  
풀커버 샌드 컬러, 충전독 포함 미개봉
직거래 부천, 택배거래시 4천원 추가.
",경기도
1257,41.3,갤럭시워치 쿠폰 30%,20000,1,0,24,디지털기기,0.4166666666666667,"
갤럭시 워치 30%할인 쿠폰 팝니다
원하시는 제품 금액 + 2만 입금 해주시면 
원하시는 주소로 택배 발송 드리겠습니다~
",경기도
1258,64.2,갤럭시 워치5 프로 풀커버 스타일링 스트랩,30000,6,0,194,디지털기기,0.4166666666666667,"
어떻게 생겼는지 확인만해보고 보관만한제품입니다
충전거치대랑 스트랩세트해서 66000원에 파는
제품입니다 충전거치대만 필요해서 스트랩세트는
판매합니다~~
장훈고부근 직거래가능합니다
",서울
1259,46.9,메종키츠네 갤럭시 워치 애플워치 스트랩,90000,0,0,79,디지털기기,0.4166666666666667,"
개봉은 해보았지만 착용도 안해본 새상품입니다 
남편한테 선물받고
아까워서 떼탈까바 보관만하다가 내놓아요
",서울
1260,37.9,갤럭시워치5 44mm 삽니다,250000,0,0,5,삽니다,0.4166666666666667,"
갤럭시 워치5 44mm 색상 상관없이 하나만 구해봅니다
채팅주세요
",경북
1261,36.8,갤럭시 (새상품)워치4 44mm 팔아요,180000,2,0,123,디지털기기,0.4166666666666667,"
방금 택배받은 
갤럭시워치4  44mm 블루투스 팔아요
실버로 구입한다는게
블랙으로 잘못구입해서 팝니다...
",충남
1262,36.8,갤럭시워치5프로 미개봉팝니다(블랙 티타늄),390000,3,1,127,디지털기기,0.4166666666666667,"
갤럭시워치5프로 미개봉팝니다(블랙 티타늄)
",인천
1263,39.9,갤럭시워치1세대 46mm,48000,5,0,407,디지털기기,0.4166666666666667,"
충전기랑 같이 드립니다.
사용감 있어요
직거래는 석촌역 여성문화회관 앞에서 가능합니다^^
",서울
1264,38.2,갤럭시 워치 4  44 그린 처분합니다.,170000,14,5,982,디지털기기,0.4166666666666667,"
두달 정도 사용하였고 제품 오자마자 필름하고 케이스 끼워서 기스 거의 없어요.
줄 값 포함 해서 팔게요 .
(애플워치 교환 가능)
",서울
1265,36.8,갤럭시워치5 프로 판매합니다,380000,1,2,204,디지털기기,0.4166666666666667,"
구매시기는 사전예약으로 구매하였고 사용은 7일정도 사용하였네요
직거래했음 합니다
사전예약으로 받은 사은품도 다있습니다
왼만하면 직거래했음 합니다
",부산
1266,38.7,갤럭시워치4 44mm 골프에디션,195000,7,2,202,디지털기기,0.4166666666666667,"
미개봉입니다
44미리 블투버전
다운동에서 거래가능하십니다
",울산
1267,39.2,갤럭시 워치 액티브2 44mm LTE(상자없음),80000,3,0,192,디지털기기,0.4166666666666667,"
갤럭시 워치 액티브2 44mm 팝니다.
유플러스 약정이끝나 정식해지했습니다.
사용 할 동안 사진처럼 커버 쓰우고 액정 앞, 뒷면 다 보호 필름 끼고 사용해서 거의 새꺼 상태라 보시면 되요.
스트랩은 사용감 있고, 액정보호필름이랑 교체해서 사용하시면 됩니다.
돈이 급하게 필요해서 싸게 내놓습니다. 빨리연락주세요 ㅎ
",부산
1268,40.6,갤럭시워치3/프론티어/기어S3클래식 22mm 신지모루 스트랩,7500,1,1,329,디지털기기,0.4166666666666667,"
워치 5랑 4 호환되는 스트랩 산다고 해놓고 다른걸 샀네요 ㅠㅠ
적용모델 : 갤럭시워치3/프론티어/기어S3클래식 22mm
",경기도
1269,37.9,액티브2  갤럭시워치 44m 알루미늄 블루투스,80000,15,3,231,디지털기기,0.4166666666666667,"
사용기간은 1년반정도 사용하였지만 주로 자전거탈때 주행기록용으로 사용했던 친구입니다.
이번에 갤워치5로 갈아타서 애지중지사용하였던
갤럭시워치 액티브2 44m 블루투스 알루미늄 판매합니다!
워치4가나왔을때도 운동시 배터리면이나 착용감이 액티브2에 못미친다는 바로 그 찬사받았던 워치 제품입니다!
전체커버 사용하고썼었어서 액정에 실기스하나없습니다.
(전체커버는 황변이너무심해서 드리기애매ㅠ)
충전라인도 스티커도 그대로 붙여있습니다!
구성품
워치44m
스트랩 2개 화이트, 스포츠스트랩
충전선
박스 및 설명서
초기화완료되었구요 스트랩은 색상과 스타일 취향대로 구매하셔 사용하시면 더 이쁜 워치로 사용하실수있습니다 :)
커버나 강화유리는 별도로 구매하시면 좋을것같습니다
네고안받습니다.
거래는 등촌시장윗쪽 양동중학교 맞은편 cu앞에서 하겠습니다!
",서울
1270,40.2,삼성 갤럭시 워치 gps fitness 새상품 팝니다 블랙,110000,5,4,401,디지털기기,0.4166666666666667,"
정품 삼성 갤럭시 GPS Fitness 새상품입니다 
스마트워치 46mm/42mmm 두가지입니다
소비자 단순반품 리퍼입니다 AS가능한 상품이구요
메탈 밴드줄 25.000원 1개서비스로 같이보내요
색상 핑크골드/블랙/투톤블랙 3가지 가지고 있습니다
인터넷 최저가격 260.000원 이고 
AS는 삼성전자 서비스에서 받으시면됩니다
직거래xx
택배거래 제가 보내드려요
",서울
1271,40.2,삼성 갤럭시 워치 팝니다 블랙,110000,12,5,1554,디지털기기,0.4166666666666667,"
버전 gps fitness 입니다
정품 삼성 갤럭시 워치 SM-R810N 46mm
단순반품 리퍼 상품입니다 AS가능합니다!
AS는 삼성전자 서비스에서 받으시면됩니다
블랙
핑크골드 x
❗❗택배거래만 합니다 ❗❗
❕❕택배비 3000원 별도입니다
",서울
