title,price,like,view,article,category,location,link
애플워치 가죽 스트랩,"15,000",1,51,"알리에서 2개 구입햇는데
얇은줄 사용하기로 햇네요
파인그린색상
38/40/41m",웨어러블(워치),전국,https://m.bunjang.co.kr/products/197189085?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
애플워치6 나이키 40mm 와이파이,"190,000",7,264,"애플워치6 나이키 40mm 와이파이 택포 19만원에 넘깁니다. 생활기스 및 사진과 같이 액정 기스 몇 군데 있습니다.
제가 직접쓰던거라 작동 및 기능 이상없습니다. 
배터리 효율 87%입니다.
구성품은 사진에 나와있는대로 드립니다. 
본체+충전선 
애플워치7로 넘어가면서 판매합니다. 문의사항 톡 주세요.",웨어러블(워치),충청남도 천안시 동남구 수신면,https://m.bunjang.co.kr/products/197741070?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
애플워치40/41mm 정품 스포츠 실리콘밴드 그레이프후르츠팝니다.,"43,000",4,92,"애플워치40/41mm 정품 스포츠 실리콘밴드 그레이프후르츠팝니다.

미개봉 새상품입니다.

직거래는 이마트 은평점 부근에서 가능합니다.",웨어러블(워치),서울특별시 은평구 신사제1동,https://m.bunjang.co.kr/products/187316048?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
애플워치 44mm 정품 스포츠루프밴드 앵커그레이색상팝니다.,"56,000",33,1387,"애플워치 44mm 정품 스포츠루프밴드 앵커그레이색상팝니다.
단순 개봉만한 새상품입니다.

직거래는 이마트 은평점 부근에서 가능합니다.",웨어러블(워치),서울특별시 은평구 신사제1동,https://m.bunjang.co.kr/products/167483480?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
애플워치 se나이키 스페이스그레이 40mm,"255,000",3,28,"상태 진짜좋습니다 구매후 착용을 안하여 판매합니다 
스트랩 3개,보호케이스 포함 풀박스 입니다
바로 구매하실분들만 번톡주세요 
상태 보시면 아실겁니다
스페이스그레이입니다
배터리100프로 상태ss급 급처합니다 급처 모든인증 당일택배 가능합니다",웨어러블(워치),전국,https://m.bunjang.co.kr/products/198362210?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
애플워치 se나이키 스페이스그레이 40mm (ss),"255,000",2,51,"상태 진짜좋습니다 구매후 착용을 안하여 판매합니다 
스트랩 3개,보호케이스 포함 풀박스 입니다
바로 구매하실분들만 번톡주세요 
상태 보시면 아실겁니다
스페이스그레이입니다
배터리100프로 상태ss급",웨어러블(워치),전국,https://m.bunjang.co.kr/products/198267458?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
애플워치 나이키se 스페이스 그레이 40mm (풀박스상태s급),"305,000",0,14,"상태 진짜좋습니다 구매후 착용을 안하여 판매합니다 
스트랩 3개,보호케이스 포함 풀박스 입니다
바로 구매하실분들만 번톡주세요 
상태 보시면 아실겁니다
스페이스그레이입니다",웨어러블(워치),전국,https://m.bunjang.co.kr/products/198201319?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
애플워치 초크 가죽링크 스트랩 44mm 새제품,"90,000",7,659,"애플워치 44mm 초크 가죽링크 스트랩
미개봉 새제품이고 L사이즈입니다
애플에서 구매한 정품입니다",기타(시계),서울특별시 서대문구 홍제제3동,https://m.bunjang.co.kr/products/180461931?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
[38mm]애플워치 3 스테인리스 구성품 포함,"180,000",0,12,"✔️SIZE
38mm

이제는 구하기 힘든 애플워치 스테인리스 38mm 사이즈 입니다. 사진에 보이는 본체, 충전기, 애플워치 정품 스트랩(화이트), 애플워치 정품 스트랩(나이키), 스탠드형 애플워치 스트랩 거치대 함께 드립니다. 스트랩 길이는 모두  M/L 입니다.",웨어러블(워치),부산광역시 부산진구 전포제2동,https://m.bunjang.co.kr/products/198420065?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
애플워치se 44mm 실버 판매 시계줄 3종 서비스,"270,000",1,82,"애플워치 se 44mm실버 
다른 시계 구매로 판매합니다. 액정 필름 붙어있어요

풀 구성이며, 스포츠밴드 미사용이며,
추가로 쥬빌레 메탈줄 , 가죽밴드 , 밀레니즈루프 3종 
충전 도크 전부 다 드립니다
알콜로 다 소독 해뒀고 사용감은 존재 합니다",웨어러블(워치),서울특별시 성동구 성수2가제3동,https://m.bunjang.co.kr/products/198308479?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
(미사용)애플워치7 GPS 41mm +AWB-K1 보조배터리 증정^^,"420,000",16,292,"※본제품은 2~7일만에 회수한제품입니다 
※애플코리아 정품입니다 
※제품 초기불량시 교환이나 환불이 가능합니다 
※본체와 충전기만 구매가 가능합니다
※네고문의는 밑에부분에 기재해놓겠습니다 

애플워치7 GPS 41mm : 420000
스타라이트, 미드나이트

계좌이체시 현금영수증이 가능합니다 
직거래 현금거래시 2만원 네고합니다
계좌입금은 네고가 해당되지 않습니다
본체와 충전기만 구매시 2만원이 빠집니다",웨어러블(워치),서울특별시 영등포구 영등포본동,https://m.bunjang.co.kr/products/194684582?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
미사용 애플워치se 40mm GPS + AWB-K1 키링 보조배터리 증정,"290,000",41,574,"※본제품은 2~7일만에 회수한제품입니다 
※애플코리아 정품입니다 
※제품 초기불량시 교환이나 환불이 가능합니다 
※본체와 충전기만 구매가 가능합니다
※네고문의는 밑에부분에 기재해놓겠습니다 

미사용 애플워치se 40mm GPS : 290000원
스그 : 블랙, 미드나이트
실버 : 어비스 블루 

계좌이체시 현금영수증이 가능합니다 
직거래 현금거래시 2만원 네고합니다
계좌입금은 네고가 해당되지 않습니다
본체와 충전기만 구매시 2만원이 빠집니다",웨어러블(워치),서울특별시 영등포구 영등포본동,https://m.bunjang.co.kr/products/194667062?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
(미사용)애플워치 6 40mm GPS + AWB-K1 보조배터리증정!!,"360,000",8,251,"※본제품은 2~7일만에 회수한제품입니다 
※애플코리아 정품입니다 
※제품 초기불량시 교환이나 환불이 가능합니다 
※본체와 충전기만 구매가 가능합니다
※네고문의는 밑에부분에 기재해놓겠습니다 

워치6 40mm GPS : 36만
레드: 레드
블루 ; 딥네이비
스그  : 블랙
실버 : 화이트 
 
계좌이체시 현금영수증이 가능합니다 
직거래 현금거래시 2만원 네고합니다
계좌입금은 네고가 해당되지 않습니다
본체와 충전기만 구매시 2만원이 빠집니다",웨어러블(워치),서울특별시 영등포구 영등포본동,https://m.bunjang.co.kr/products/194557770?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
(미사용)애플워치se 44mm gps+awb-k1 키링보조배터리,"330,000",24,682,"미개봉이 아닌 미사용 제품입니다
보조배터리는 미개봉입니다^^

애플워치se 44mm gps : 330000
스그 : 블랙, 미드나이트 
골드 : 스타라이트

스트랩제외 :-2만원
현금거래시 : -2만원  

계좌이체는 할인이 되지 않습니다
사은품은 재고 소진시까지입니다^^",웨어러블(워치),서울특별시 영등포구 영등포본동,https://m.bunjang.co.kr/products/187162388?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
애플워치 5세대 40mm 나이키에디션,"230,000",9,315,"애플워치 판매합니다
정상제품입니다
작동테스트완료 및 초기화완료
스트랩 추가 제공

- 일련번호 : W-09
- 모델명 : 애플워치 5세대
- SIZE : 40mm
- 색상 : 블랙
- GPS
- 액정상태 : B급 (생활기스 존재)

직거래는 김포 또는 서울 강서구에서 가능(직거래 네고없어요~)
꼭 구매하실분만 추가로 요청주시면 세부사진 보내드립니다.",웨어러블(워치),경기도 김포시 고촌읍,https://m.bunjang.co.kr/products/190043329?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
애플워치7 45mm 나이키 gps 새제품 팝니다,"470,000",10,205,"애플워치7 45mm gps 나이키 팝니다

미드나잇 

미개봉 새제품 

직거래 &amp; 택배거래",웨어러블(워치),전국,https://m.bunjang.co.kr/products/197728198?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
애플워치se / 40mm / 스페이스그레이,"250,000",3,71,"작년 11월에 사고 
갤럭시로 넘어가게되어 판매합니다. 

액정보호필름, 케이스 항상 착용하고 다녀 
깨끗합니다. 

풀박스 입니다.",웨어러블(워치),대전광역시 유성구 관평동,https://m.bunjang.co.kr/products/197872794?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
애플워치 se 40mm 스페이스그레이,"220,000",12,541,"박스는 보시다시피 구매했을때 받은 그대로입니다
스트랩은 기본 스페이스그레이 스포츠밴드와 메탈밴드 총 2개 보유중입니다

배터리 용량은 90프로이고 사진과 같이 외관상태 아주 깔끔하며 약간의 생활기스 존재합니다 
실사용기간 7개월 미만입니다 !!",웨어러블(워치),전국,https://m.bunjang.co.kr/products/197156242?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
애플워치7 블루케이스 어비스블루 밴드 41mm gps (미개봉품),"400,000",0,27,"애플워치7 블루케이스 어비스블루 밴드 국내정품 41mm gps (미개봉품)

도봉산역에서 직거래가능 자차로 오시면 주소 알려드리겠습니다.

택배시 +3000 파손면책동의해주셔야합니다.

구매원하시면 연락주세요!",웨어러블(워치),서울특별시 도봉구 도봉제2동,https://m.bunjang.co.kr/products/198261879?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
애플워치 SE 40mm GPS 스페이스그레이 알루미늄 + 블랙 스포츠밴드,"260,000",10,99,"애플워치 SE
초기 테스트정도만 해본 새제품급
실사용x
직거래 (하남 미사)
택배도 가능합니다~",웨어러블(워치),경기도 하남시 미사2동,https://m.bunjang.co.kr/products/197710404?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
애플워치3 42mm,"180,000",3,56,"박스 풀박스로 드립니다!!! 
사용하다가 갤럭시로 넘어가서 팔아요 제품은 정말 깨끗이 사용했어요!! 
배터리 성능치는 100%입니다!!!",웨어러블(워치),울산광역시 남구 삼산동,https://m.bunjang.co.kr/products/198115665?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
애플워치 6 44mm 나이키에디션 스페이스 그레이 GPS wifi,"230,000",8,246,"애플워치 6 44mm 나이키 에디션 판매합니다

외관 기스 약간 있습니다 
B급정도 될것같네요

구성품은 사진에 나온대로입니다
본체, 충전기, 나이키 에디션 줄(M/L), 알리발 여분 줄 4개(포장 되어있는것 - 새것, 포장 안 되어있는 것 - 사용감 있음)

배터리 성능 81프로 

직거래 서래마을, 우면동 가능합니다",웨어러블(워치),서울특별시 서초구 반포4동,https://m.bunjang.co.kr/products/198000155?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
애플정품 애플워치 마그네틱 충전 케이블(1m)- 신품,"37,000",0,17,"애플 스토어에서 별도 구매한 워치 마그네틱 충전 케이블 입니다. (구입가격 3만 9천원)

미사용 신품이며, 길이는 1미터 입니다. 

정품이 아니거나 벌크 수입된 케이블이면 그냥 드립니다. 

직거래 및 택배거래 가능",웨어러블(워치),경기도 수원시 장안구 정자3동,https://m.bunjang.co.kr/products/197023961?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
애플워치 밀레니즈루프 정품 45미리 블랙  판매해요,"70,000",0,87,"정품입니다  상태  에이급이구요
불랙입니다",웨어러블(워치),서울특별시 성북구 월곡제1동,https://m.bunjang.co.kr/products/197795844?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
애플워치se 44 /스트랩 6종 / 사가면 이득,"300,000",3,120,"애플워치 사용 없음 / 뜯어보고 보관만 했음 

스트랩종류는 애플워치 두번째 구매 된것으로 첫번째 구매 당시 사용 하던 스트랩입니다. 

구찌 스트랩 싸구려 아닙니다 가격 비싼녀석입니다 
다른 스트랩 재품들도 다 정품이고 가격 5만원 이상씩 하는것들 네고 없이 전부다 해서 30만원에 드려요 

지금 사가셔서 따로 파셔도 이득 봅니다 ^^ 좋은 분한테 가져가세요",웨어러블(워치),충청남도 천안시 서북구 불당동,https://m.bunjang.co.kr/products/197722822?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
애플워치5 40mm,"200,000",2,68,"배터리성능85% 이고 
풀커버 케이스 항상 착용하고 사용했어요 
앞면 기스 전혀 없고 옆에만 케이스 끼고 뺄때 생긴 기스 있어요 
연락주세요!!",웨어러블(워치),전국,https://m.bunjang.co.kr/products/196665576?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
애플워치6 스테인리스 40mm 실버 리퍼 상품 판매합니다,"480,000",5,150,"애플워치6 스테인레스 40mm 실버 판매합니다. 
해외에서 구입하였고 리퍼 교환 받은후 한번도 사용하지 않았습니다. 스포츠 밴드 (스타라이트) 와 충전케이블도 미사용 입니다. 애플케어플러스 아직 유효하고 1/4/23 만기예정입니다. 네고는 어렵습니다. 송파역에서 직거래 희망합니다.",웨어러블(워치),서울특별시 송파구 가락1동,https://m.bunjang.co.kr/products/196012344?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
거의 새상품 애플워치se 스그 배터리효율100,"274,000",34,892,"40mm입니다
급처해요 거의 새상품입니다 기스없어요
풀박스입니다
교신 에눌 안됩니다",웨어러블(워치),울산광역시 남구 삼호동,https://m.bunjang.co.kr/products/188252003?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
애플워치se 40 3개월 착용,"230,000",1,13,"충전기는 강아지가 물어서 저모양입니다. 
충전 잘되구요. 
배터리 성능 100% 
사자마자 케이스 계속 끼고다녔고 
정품 스트랩케이스 남색은 한번도 낀적 없습니다 
직거래는 인천 동암역이구요 
보시다시피 쿠팡에서 사고 3개월 사용했는데 
전 애플이랑 안맞는거같아서 
갤럭시로 갈아타려고 판매합니다!
쿨거시 택포 !",웨어러블(워치),인천광역시 부평구 십정1동,https://m.bunjang.co.kr/products/198419276?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
애플워치se 40mm 골드 미개봉,"300,000",1,8,미개봉이구요 서울역 10번출구에서 거래합니다,웨어러블(워치),서울특별시 용산구 남영동,https://m.bunjang.co.kr/products/198419094?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
애플워치6 44mm스테인리스 gps+샐룰,"450,000",7,159,"애플워치6 44mm gps+lte샐룰러
배터리91퍼 이며 기스없이 깨끗하며
박스없고 사진상보여지는구성품이다입니다.
당연히기능이상없습니다.


직거래분당서현역5번출구에서 가능하며 
택배는 우체국 +5천원입니다",웨어러블(워치),경기도 성남시 분당구 서현1동,https://m.bunjang.co.kr/products/198047177?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
애플워치6 40mm  gps+샐룰러,"300,000",0,33,"애플워치6 gps+샐룰 40mm 배터리100입니다.
기스같은거없고 보증기간 빵빵합니다.
기능이상당연히없구요.


직거래분당서현역5번출구에서 가능하며 
택배는 우체국 +5천원입니다",웨어러블(워치),경기도 성남시 분당구 서현1동,https://m.bunjang.co.kr/products/197795708?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
애플워치 에르메스 아수라 디버클 44mm 판매합니다,"300,000",1,50,"현재는 단종된 색상이라 구하기 어렵습니다
착용을 몇 번 안해서 상태는 좋습니다
42/44/45mm 호환됩니다

직거래 소사역, 택배 가능합니다
연락주세요",웨어러블(워치),경기도 부천시 심곡2동,https://m.bunjang.co.kr/products/198345177?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
애플워치7,"180,000",1,34,"🤍사과워치 7
정품문의❌
예민하신분들은 정품 구매바랍니다

공구기간
-9월5일~9월10일

✨단톡 특가✨
•180,000
 
수량 맞아야 단가 맞춰준데서 공구 합니다🤍
저랑 같이 저렴하게 구입해용

구성품은 정품이랑 동일하게 나가고 전화, 문자, 심박수 등 기본 기능은 당연히 가능해요
언어변경 가능 스트랩 변경 가능
애플워치 어플 연결불가 업데이트 불가

Q. A/S 되나요?
사설에서만 가능해요

✔️사이즈
41mm, 45mm

✔️색상
실버 블랙 골드 네이비

✔배송비
무료배송,도서산간 + 3,500원

✔배송일
평일기준 14-21 일
(리오더시 1~2주 지연될수 있어요)

✔️교환 반품
수령 후 48시간 이내 불량 접수시 교환 가능
환불은 안돼요",웨어러블(워치),전국,https://m.bunjang.co.kr/products/198419025?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
애플워치 SE GPS 40mm 스페이스그레이 미개봉 새상품,"320,000",5,162,미드나이트 스포츠밴드이고 미개봉 새상품입니다,웨어러블(워치),전국,https://m.bunjang.co.kr/products/197446282?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
애플워치3세대 38mm 밧데리100프로 ^^,"130,000",1,31,"인천 작전동 세영중고폰입니다.^^

※출고전 깨끗하게 소독해서 발송해드립니다.

물건은 매일 업데이트되니
유선문의가 조금더 좋으세요^^


●애플워치3세대  38mm
●구입 21년12월15일 
●밧데리100프로 
●상태최상
●워치보호케이스 . 충전기. 시계줄포함

3사 통신사 관계없이
유심만 꼽고 바로 사용가능해요

사진과 같은 완전 새폰급입니다

이것 말고도 신형스마트폰 A급 있어요.
꼭꼭 세영중고폰 확인해주세요^^~~

집에 안쓰는폰 가져오시면 차액으로 구매 가능해요

★중고폰매입
손님이 가져오는 중고폰을 수출가격이 아닌
내수판매가격 적용으로 타업체보다 단돈 만원이라도
더드리고 있읍니다

*세영중고폰 
인천작전동 홈플러스 건너편 인천광역시 계양구 계양대로 38 후현빌딩 602
*홈플러스 작전점, 진명스포츠 맞은편 입니다.
1층에  코코호도, 서브웨이 보여요",웨어러블(워치),전국,https://m.bunjang.co.kr/products/198231846?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
애플워치 나이키에디션 3,"120,000",0,9,필름 붙여져있고 생활기스 조금 있습니다 충전기 포함이고 케이스에 넣어드립니다 에눌 안됩니다 많이 내린가격이에요 상태 좋아요 배송비 따로 주셔야하고 직거래는 동대구역에서 가능합니다 작은 사이즈입니다,여성 시계,대구광역시 동구 신암1동,https://m.bunjang.co.kr/products/198418891?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
"애플워치 se 40 로즈골드, 풀박스, 스트랩 2개","230,000",1,118,"풀박스구성입니다.
충전기, 스트랩2개(사진에 있습니다), 풀박스 포함

화면 액정은 항상 보호필름 부착해서 기스가 없습니다. 측면에는 사진 동그라미 친 곳은 작은 흠있습니다. 하지만 스트랩차면 보이지 않는 부분이라 크게 눈에 띄지는 않습니다.

박스의 스트랩은 분홍색이지만 사진에 보시는 방하 같이 검은색입니다. 

정상해지되었고 배터리도 100프로 완충이라 바로 사용하시면 됩니다

반품은 불가합니다!",웨어러블(워치),세종특별자치시  조치원읍,https://m.bunjang.co.kr/products/197855222?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
"애플워치 se 40 로즈골드 풀박스, 스트랩 2개","230,000",3,132,"풀박스구성입니다.
충전기, 스트랩2개(사진에 있습니다), 풀박스 포함

화면 액정은 항상 보호필름 부착해서 기스가 없습니다. 측면에는 사진 동그라미 친 곳은 작은 흠있습니다. 하지만 스트랩차면 보이지 않는 부분이라 크게 눈에 띄지는 않습니다.

박스의 스트랩은 분홍색이지만 사진에 보시는 방하 같이 검은색입니다. 

정상해지되었고 배터리도 100프로 완충이라 바로 사용하시면 됩니다

반품은 불가합니다!",웨어러블(워치),세종특별자치시  조치원읍,https://m.bunjang.co.kr/products/197757748?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
애플워치6 40mm gps 실버,"200,000",5,130,"20년10월구매
스포츠밴드흰색은정품이고
나머지스트랩은 알리구매입니다 필요하시면드려요
액정쪽에 기스살짝잇습니다",웨어러블(워치),경기도 광주시 초월읍,https://m.bunjang.co.kr/products/198004846?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
애플워치6 (40m) 셀룰러 &amp; 블투 &amp; gps,"195,000",5,118,"색상 블루 / 40mm
구성품 충전기
배터리 상태 (87%)
택배 (5천원)
아무하자없음
상태 완전좋음",웨어러블(워치),경상북도 경산시 서부2동,https://m.bunjang.co.kr/products/197990907?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
아띠즈 애플워치용 프라임 레더 루프 가죽 스트랩,"15,000",0,148,"5회 미만 착용한 제품으로 상태 무척 좋습니다.
새제품 기준 33000원에 판매중이네요
42/44미리",기타 액세서리,서울특별시 도봉구 쌍문제1동,https://m.bunjang.co.kr/products/192783577?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
애플워치(상시표시형) 44mm,"270,000",0,112,"5시리즈 알미늄 Gps 44mm 
직거래를 선호하며 불가피한 경우
우체국 택배로 발송 가능합니다",웨어러블(워치),대전광역시 동구 판암1동,https://m.bunjang.co.kr/products/197064040?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
애플워치6 나이키 셀룰러 44mm 실버,"450,000",7,597,"애플워치6 나이키 셀룰러 44mm

상태 : 정말좋음

가격 : 450000",웨어러블(워치),전국,https://m.bunjang.co.kr/products/187523287?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
애플워치7 41mm 스타라이트 gps,"400,000",11,364,"사놓고 착용안해서 팝니다
하자 없습니다",웨어러블(워치),서울특별시 광진구 중곡제1동,https://m.bunjang.co.kr/products/196323468?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
"애플워치 6, 44m GPS+cellular,스페이스그레이","280,000",1,39,"애플워치6, 44m, GPS+cellular, 스페이스그레이
*21년7월구매
*애플케어 23년7월까지 : 리퍼도가능
*깨끗하게사용 생활기스 정말조금 티 안남
*구성품 박스그대로 풀세트 보관
*스트랩 2개중 M/L만 사용, S/M은 새거",웨어러블(워치),서울특별시 양천구 목2동,https://m.bunjang.co.kr/products/196521160?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
애플워치 스트랩 42/44mm 개당가격다름,"3,000",1,56,"개당 3000원
1번 로즈골드 5000원

1-2회착용 상태좋음

반값택배 + 1500 (GS)
일반택배 + 3000만 주세요:)",웨어러블(워치),전국,https://m.bunjang.co.kr/products/195718981?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
[정품] 40mm 애플워치 나이키 스포츠루프,"28,000",1,18,"올 해 1월 애플 공홈에서 구매한 워치 구성품입니다.
본인이 실리콘이랑 자석스트랩을 주로쓰고 
이 스포츠루프는 기분전환용으로 한 두번 밖에 쓰지 않아서 사진에서 보이는 바와 같이 컨디션이 좋습니다.

일반택배,반택 가능하고 직거래는 갈매역 아이파크입니다.",웨어러블(워치),경기도 구리시 갈매동,https://m.bunjang.co.kr/products/198418444?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
베로티오 애플워치 수제 가죽스트랩,"60,000",0,60,"작년 봄에 구매했지만 착용 많이 안 했습니다.
디버클이라 탈착이 편해요
새것처럼 깨끗합니다
처음에 배송받은 것처럼 케이스에 해서 보내드립니다
배송비포함이고 직거래는 경춘선 라인에서 가능합니다
시간이 많이 없어 직거래는 좀 힘들수도 있어요",웨어러블(워치),전국,https://m.bunjang.co.kr/products/195016885?q=%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
