title,price,like,view,article,category,location,link
갤럭시 워치 액티브2 44mm,"90,000",0,10,"갤럭시 워치 액티브2 44mm 블루투스모델 판매합니다.
전체적으로 사용감 많으며
구성품은 본체, 박스, 충전기, 케이스 입니다.
택배비 포함 가격입니다",웨어러블(워치),전국,https://m.bunjang.co.kr/products/198456746?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
삼성 갤럭시 워치 골프 에디션 스트랩 (정품) 새상품,"7,000",4,171,"최근구매
모델명 MD-GOLF22
22mm
삼성 매장 정품.리미티드 제품
삼성서비스센타 As가능
새상품
골프에디션이라 탄성.내구성 굿

정가 39.000원
판매가 7000원

워치2.워치3에 맞습니다.

직거래ㅡ홍대.은평구청
택배가능ㅡ로젠 선불3천원.편의점반값택배불가.

~가격에눌 대답안함~",웨어러블(워치),서울특별시 은평구 녹번동,https://m.bunjang.co.kr/products/194775525?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
갤럭시 워치3 45mm,"120,000",5,67,"&lt; 갤럭시 워치3 45mm GPS &gt;

가격 : 택포 12만원
색상 : 미스틱 실버

👊 상태 좋아요
👊 충전기 포함 모든 구성품 있어요
👊 삼성 정품스트랩 포함 사진에 있는 구성품 다 드려요
👊 인증샷 전부 가능해요
👊 입금 확인 후 바로 배송해드립니다",웨어러블(워치),전국,https://m.bunjang.co.kr/products/197603958?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
갤럭시 워치4(44mm),"180,000",0,16,갤럭시 워치4 입니다 산지 얼마 안됬어요 필름 따로 구매 하셔서 부치셔야되구요 하자는 워치 옆에 조금 있어요 자세히 봐야보여요 ㅎㅎ 빠른 연락 부탁드려요!,웨어러블(워치),전국,https://m.bunjang.co.kr/products/198456245?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
갤럭시워치4 44mm,"150,000",1,30,"새제품 개봉시기 3월 초
실사용 별로없이 집에만 놔뒀습니다
케이스 밑 강화 필름 베젤까지 다 장착되어있습니다 상태s급
찔러보기x",웨어러블(워치),전국,https://m.bunjang.co.kr/products/198456174?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
갤럭시워치5 40m그라파이트(미개봉),"260,000",0,15,"갤럭시워치5 40m 그라파이트(미개봉) 판매합니다.
제조년월:2022.08
블루투스 , 와이파이 , gps모델입니다.",웨어러블(워치),전국,https://m.bunjang.co.kr/products/198456159?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
갤럭시워치3 45mm 판매합니다,"140,000",0,32,"상태좋구요
개인구매한 베젤링2개, 가죽줄, 메탈줄도
전부 드립니다",웨어러블(워치),광주광역시 광산구 월곡2동,https://m.bunjang.co.kr/products/198388037?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
갤럭시 워치4 44mm 미사용 신품,"220,000",0,9,"가개통 제품으로 해지까지 완료된 제품입니다
구매후 바로 개통하여 실사용가능합니다.
실사용 이력 X
사실상 새제품이나 다름없습니다.",웨어러블(워치),경기도 안양시 만안구 안양2동,https://m.bunjang.co.kr/products/198455862?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
(미개봉) 갤럭시워치5 프로 골프에디션 45mm,"490,000",2,150,"삼성 갤럭시워치5 프로버전 골프에디션 45mm 입니다
보시다시피 뜯지 않은 미개봉 품 이구요
블루투스 버전 입니다

3만원 이벤트품 등 다 포함 되어 있습니다",웨어러블(워치),서울특별시 성북구 장위제1동,https://m.bunjang.co.kr/products/198159134?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
(미개봉) 갤럭시워치5 골프에디션 40mm,"320,000",3,179,"삼성 갤럭시워치5 골프에디션 40mm 입니다
보시다시피 뜯지 않은 미개봉 품 이구요
블루투스 버전 입니다

3만원 이벤트품 등 다 포함 되어 있습니다",웨어러블(워치),서울특별시 성북구 장위제1동,https://m.bunjang.co.kr/products/198159448?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
새상품 랩씨 갤럭시워치 충전독,"12,000",2,59,"새상품입니다
워치 충전독",케이블/충전기/주변기기,서울특별시 강남구 역삼1동,https://m.bunjang.co.kr/products/193893537?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
갤럭시 워치5 44mm 풀커버 스타일링 팩 미개봉 새제품 판매합니다,"25,000",0,20,"갤럭시 워치5 44mm 풀커버 스타일링 팩 미개봉 새제품 판매합니다

가격은 25000원입니다
서울 신도림역, 고양시 지축동 직거래하며 택배거래시 선입금 환불 불가 조건 거래합니다

***-****-****
연락주세요",웨어러블(워치),서울특별시 구로구 신도림동,https://m.bunjang.co.kr/products/198454988?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
갤럭시 워치 시게줄 20mm,"5,000",0,2,"1개당 5000원
1번~2번 정도 착용했었어용

이런 블링블링한게
저랑 잘 안어울려서 내놓아요

배송비 따로 받아요
편의점택배 GS25,CU
+1800원
일반택배
+3000원",웨어러블(워치),전국,https://m.bunjang.co.kr/products/198454541?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
갤럭시워치4 톰브라운 스트랩 회색 팝니다,"160,000",5,622,"갤럭시워치 4 톰브라운 회색 스트랩 팝니다
궁금한거 있으시면 연락주세요",기타 액세서리,전국,https://m.bunjang.co.kr/products/196901608?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
갤럭시워치5 30% 할인쿠폰 판매 합니다.,"25,000",1,150,"갤럭시 Z플립4 구매로 받은 갤럭시워치 30% 할인쿠폰 판매합니다!
수량은 2매 있고 배송지 변경으로 진행 됩니다.",웨어러블(워치),경기도 수원시 영통구 영통2동,https://m.bunjang.co.kr/products/197288338?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
미개봉 풀박스 갤럭시 워치5 블랙,"250,000",12,329,"😀안녕하세요 친절과 정성을 다해 응대하는 낙성대중고폰입니다

실구매자 분들의 후기 확인하시고 
복잡하고 어려운 중고폰 이제 믿고 안심구매 하세요!!
최저가 대비 최고의 컨디션으로 보답하겠습니다

- 가개통 제품이며 미개봉 미사용 새 상품 입니다~! 
셀룰러모델이지만 블루투스용으로 사용이 가능합니다!
6개월 이후에 셀룰러 사용가능

- 미개봉 특성상 개봉이후 반품 및 교환이 불가합니다. 신중한 구매 부탁드립니다~!



🔴  미개봉 / 갤럭시 워치5 40 mm LTE/ 블루투스 GPS

블랙1
     
🔎 상품상세 🔎
🔴 최초 통신사 
🔴 색상 : 블랙 ,실버
🔴 등급 : 미개봉
 
==============================
🔎 거래 방법 
✔️ 택배거래 당일발송! +4000원
✔️ 번개페이 가능!
✔️ 직거래 장소 :  낙성대 5번출구 (장소 협의가능) 
==============================
✔️ 교환 교신 가능 하니 문의주세요!
      제품의 상태에 따라 추가금액 발생 됩니다~

✔️기존 사용하시는 휴대폰 매입해 드립니다.(파손폰 가능)✔️
- 직거래가 힘드신 경우 택배로 물건 보내주시면 제품 상태 확인 후 단가 안내해 드려요. 가격이 마음에 들지 않으시면 
  다시 계신곳으로 택배 보내드려요~(돌려드리는 택배비는 제가 제공해 드리니 편하게 보내주세요.)",웨어러블(워치),서울특별시 관악구 행운동,https://m.bunjang.co.kr/products/197998628?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
[미개봉] 갤럭시 워치4 40m 블랙,"170,000",20,358,"😀안녕하세요 친절과 정성을 다해 응대하는 낙성대중고폰입니다

실구매자 분들의 후기 확인하시고 
복잡하고 어려운 중고폰 이제 믿고 안심구매 하세요!!
최저가 대비 최고의 컨디션으로 보답하겠습니다

- 가개통 제품이며 미개봉 미사용 새 상품 입니다~! 
셀룰러모델이지만 블루투스용으로 사용이 가능합니다!
6개월 이후에 셀룰러 사용가능

- 미개봉 특성상 개봉이후 반품 및 교환이 불가합니다. 신중한 구매 부탁드립니다~!



🔴  미개봉 / 갤럭시 워치4 40 mm LTE/ 블루투스 GPS

🔥 R865  
     블랙 5대
     
🔎 상품상세 🔎
🔴 최초 통신사 : SKT
🔴 색상 : 블랙 ,실버, 핑크
🔴 등급 : 미개봉
 
==============================
🔎 거래 방법 
✔️ 택배거래 당일발송! +4000원
✔️ 번개페이 가능!
✔️ 직거래 장소 :  낙성대 5번출구 (장소 협의가능) 
==============================
✔️ 교환 교신 가능 하니 문의주세요!
      제품의 상태에 따라 추가금액 발생 됩니다~

✔️기존 사용하시는 휴대폰 매입해 드립니다.(파손폰 가능)✔️
- 직거래가 힘드신 경우 택배로 물건 보내주시면 제품 상태 확인 후 단가 안내해 드려요. 가격이 마음에 들지 않으시면 
  다시 계신곳으로 택배 보내드려요~(돌려드리는 택배비는 제가 제공해 드리니 편하게 보내주세요.)",웨어러블(워치),서울특별시 관악구 행운동,https://m.bunjang.co.kr/products/196738116?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
[미개봉] 갤럭시 워치4 44mm 실버 GPS,"190,000",22,917,"😀안녕하세요 친절과 정성을 다해 응대하는 낙성대중고폰입니다

실구매자 분들의 후기 확인하시고 
복잡하고 어려운 중고폰 이제 믿고 안심구매 하세요!!
최저가 대비 최고의 컨디션으로 보답하겠습니다

- 가개통 제품이며 미개봉 미사용 새 상품 입니다~! 
셀룰러모델이지만 블루투스용으로 사용이 가능합니다!
6개월 이후에 셀룰러 사용가능

- 미개봉 특성상 개봉이후 반품 및 교환이 불가합니다. 신중한 구매 부탁드립니다~!

🔴  미개봉 / 갤럭시 워치4 44 mm LTE/ 블루투스 GPS

🔥 SM-R875  
   
     
🔎 상품상세 🔎
🔴 최초 통신사 : SKT
🔴 색상 : 실버
🔴 등급 : 미개봉
==============================
🔎 거래 방법 
✔️ 택배거래 당일발송! +4000원
✔️ 번개페이 가능!
✔️ 직거래 장소 :  낙성대 5번출구 (장소 협의가능) 
==============================
✔️ 교환 교신 가능 하니 문의주세요!
      제품의 상태에 따라 추가금액 발생 됩니다~

✔️기존 사용하시는 휴대폰 매입해 드립니다.(파손폰 가능)✔️
- 직거래가 힘드신 경우 택배로 물건 보내주시면 제품 상태 확인 후 단가 안내해 드려요. 가격이 마음에 들지 않으시면 
  다시 계신곳으로 택배 보내드려요~(돌려드리는 택배비는 제가 제공해 드리니 편하게 보내주세요.)",웨어러블(워치),서울특별시 관악구 행운동,https://m.bunjang.co.kr/products/196008246?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
갤럭시워치4 40미리 블랙,"180,000",0,47,"여분

충전케이블포함

케이스 

보호필름

줄가방

대구직가래가능",웨어러블(워치),대구광역시 달서구 본동,https://m.bunjang.co.kr/products/197327819?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
갤럭시 워치 4 44mm,"200,000",3,89,"새로운 스마트 워치를 구매하게 되어 판매합니다.

사 놓고 별로 착용하지 않아서 전체적으로 깔끔한 컨디션 유지하고 있습니다.

번개페이, 계좌거래 모두 가능합니다.",웨어러블(워치),전국,https://m.bunjang.co.kr/products/197714289?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
갤럭시워치4 40mm 블랙 미개봉 새상품 판매합니다~!,"200,000",3,72,"📸 첨부사진은 실제 제품 사진입니다~!📷
🟡중화역에 위치한 휴대폰 전문 매장 운영중 입니다. 믿고 구매하셔도 됩니다:)
🟡최저마진에 고퀄리티 제품만 판매하여 네고가 어려운 점 양해부탁드립니다.
📞빠른문의전화- 0 1 0 7 7 9 1 2 0 4 0 📞


📣 제품설명


⌚ 갤럭시 워치4 40mm 셀룰러

🌈 색상: 블랙

📌 저장공간: 16GB

📡 최초통신사: LGU+ 에서 개통된 제품입니다. 


﻿﻿🌼상세내용🌼


- 가개통 제품이며 미개봉 미사용 새 상품 입니다~! 가개통 제품이라 셀룰러모델이지만 블루투스용으로 사용이 가능합니다!

- 미개봉 특성상 개봉이후 반품 및 교환이 불가합니다. 신중한 구매 부탁드립니다~!


 ⚡거래방법⚡


-택배거래/퀵거래/직거래/번개페이 안전결제 가능합니다.(택배비+@/ 퀵비+@)

- 5시 이전 결제시 당일발송! 익일 수령가능합니다.

-뽁뽁이로 안전하게 포장해서 보내드립니다. 파손걱정 없이 구매 가능하십니다~♥^^♥

📞빠른문의전화- 0 1 0 7 7 9 1 2 0 4 0 📞


⭐ 미개봉 제품 특성상 환불이 불가합니다. 신중한 구매 부탁드립니다.",웨어러블(워치),서울특별시 중랑구 중화제1동,https://m.bunjang.co.kr/products/195776732?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
갤럭시워치4 실버44m GPS,"200,000",0,174,"실사용3-4개월 사용감 적어욤
풀박으루 드립니당
GPS모델 실버 44m
택배는 선불 받을게욤",웨어러블(워치),서울특별시 성동구 용답동,https://m.bunjang.co.kr/products/197002154?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
삼성 갤럭시워치 42mm 로즈골드 SM-R810 블루투스,"80,000",0,7,"삼성 갤럭시워치 42mm 로즈골드 SM-R810 블루투스 판매합니다. 
시계 액정은 강화유리 붙이고 사용해서, 지금도 붙여놨습니다. 

손목에 닿는 아래 밑판은 6개월전 교체 했습니다.

사무실 평일 출퇴근하면서 사용던거라 생활기스처럼 자연스러운 기스 있는 정도고, 

크게 하자 있거나 심한 스크래치 없습니다.

충전기랑 여분 스트랩 줄 하나는 아예 사용도 안했습니다.

충전독이랑 시계만 사용했습니다. 

처음 산 그대로, 박스 그대로 구성품이랑 다 있습니다.

사진 참조 바랍니다. 

직거래 혹은 택배 (반값택배 제가 지불) 가능합니다.",웨어러블(워치),전국,https://m.bunjang.co.kr/products/198453445?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
(미개봉 새상품) 갤럭시 워치5 그라파이트 (40mm),"270,000",0,14,"(미개봉 새상품) 갤럭시 워치5 그라파이트 (40mm)
직거래 (경산시 임당동) 택배 (착불)
추석 연휴 기간 일반 택배 마감 (9.5 ~ 9.12) 
택배거래는 본인 집근처 GS25 편의점에서 
수령 받는 반값 택배만 가능합니다
격일근무로 짝수날에만 거래,접수 가능

정가 (33만원)
제조년월 (22.07)
용량 (16GB)
통신사 (KT)
상태 좋고 하자 없으며
급처분 관계로 교환,환불 불가
네고문의는 정중히 사양합니다
사실 분만 연락바랍니다",웨어러블(워치),전국,https://m.bunjang.co.kr/products/198453029?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
(미개봉 새상품) 갤럭시 워치5 그라파이트 (44mm),"290,000",0,13,"(미개봉 새상품) 갤럭시 워치5 그라파이트 (44mm)
직거래 (경산시 임당동) 택배 (착불)
추석 연휴 기간 일반 택배 마감 (9.5 ~ 9.12) 
택배거래는 본인 집근처 GS25 편의점에서 
수령 받는 반값 택배만 가능합니다
격일근무로 짝수날에만 거래,접수 가능

정가 (363000원)
제조년월 (22.07)
용량 (16GB)
통신사 (KT)
상태 좋고 하자 없으며
급처분 관계로 교환,환불 불가
네고문의는 정중히 사양합니다
사실 분만 연락바랍니다",웨어러블(워치),전국,https://m.bunjang.co.kr/products/198452993?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
갤럭시워치4 44미리 실버 판매합니다,"150,000",0,29,"갤럭시 쓰다가 아이폰으로 갈아타서 집에서만 그냥 보관중입니다 실착용10번정도? 이구요 잘사용했습니다!
워치 제조년월일은 2022년도3월이네요!
가격에눌은 불가능합니다


구성품 : 워치+충전기포함 풀박스입니다",웨어러블(워치),전국,https://m.bunjang.co.kr/products/198452976?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
(미개봉 새상품) 갤럭시 워치5 사파이어 (44mm),"290,000",1,28,"(미개봉 새상품) 갤럭시 워치5 사파이어 (44mm)
직거래 (경산시 임당동) 택배 (착불)
추석 연휴 기간 일반 택배 마감 (9.5 ~ 9.12) 
택배거래는 본인 집근처 GS25 편의점에서 
수령 받는 반값 택배만 가능합니다
격일근무로 짝수날에만 거래,접수 가능

정가 (363000원)
제조년월 (22.07)
용량 (16GB)
통신사 (KT)
상태 좋고 하자 없으며
급처분 관계로 교환,환불 불가
네고문의는 정중히 사양합니다
사실 분만 연락바랍니다",웨어러블(워치),전국,https://m.bunjang.co.kr/products/198452964?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
갤럭시 워치3. 티타늄,"250,000",0,17,갤럭시 워치3. 티타늄 판매합니다,웨어러블(워치),경기도 평택시 고덕면,https://m.bunjang.co.kr/products/198385673?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
[개당 1만원] 삼성 갤럭시 워치 정품 스포츠 스트랩 새제품,"10,000",0,36,"삼성 갤럭시 워치 정품 스포츠 스트랩 새제품 개당 1만원에 판매합니다.

스트랩 폭은 20mm이고 사이즈는 M/L, M/S 두종류 입니다. 정품 미사용 새제품 입니다. 사이즈 선택 안하시면 랜덤 발송합니다.
2개 이상부터 거래 가능하고요. 3개 이상 구매시 추가 스트랩마다 3천원씩 할인해 드립니다.예를 들어 2개는 2만원, 3개는 27천원, 4개는 34천원 이렇게 가격 계산하시면 되겠습니다.

워치 출고시 장착되어 나온 스트랩을 판매하는거라 따로 박스는 없습니다.
문의시 사진에서 희망하는 스트랩의 번호를 확인하셔서 알려주세요.

코로나로 직거래는 하지 않습니다.
택배거래는 선입금 착불발송 입니다.
선불은 배송비 3500원 추가하시면 됩니다.
네고는 안됩니다. 문의하지 말아주세요.

010
56I3
4O56",웨어러블(워치),강원도 홍천군 홍천읍,https://m.bunjang.co.kr/products/198303132?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
삼성 갤럭시 워치 시리즈 정품 충전기(EP-OR825) 새제품 반값 판매,"17,000",2,71,"삼성 갤럭시 워치 시리즈 정품 충전기(EP-OR825) 새제품 반값에 판매합니다.

워치 액티브2, 워치3, 워치4, 워치5 모두 호환됩니다.

​확실한 삼성 정품 미사용 새제품 입니다. 정품 맞냐고 되묻지 말아주세요.
2개 이상 구매시 추가 충전기마다 3천원씩 할인해 드립니다.

코로나로 직거래는 하지 않습니다.
택배거래는 선입금 착불발송 입니다.
선불은 배송비 3500원 추가하시면 됩니다.
네고는 안됩니다. 문의하지 말아주세요.

010
56I3
4O56",웨어러블(워치),강원도 홍천군 홍천읍,https://m.bunjang.co.kr/products/197915031?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
갤럭시 워치4 40mm 블랙 블루투스 미개봉 새제품,"160,000",35,498,"갤럭시 워치4 40mm 블랙 블루투스 미개봉 새제품 팝니다. 2021년 8월 생산품 입니다.

개봉이후 절대 반품 불가 입니다.
코로나로 직거래는 안합니다. 
택배비는 착불입니다.
원하시면 안전거래 등록해 드립니다(수수료는 구매자 부담).
네고문의 안받아요~

010
56I3
4O56",웨어러블(워치),강원도 홍천군 홍천읍,https://m.bunjang.co.kr/products/197669637?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
갤럭시 워치4 44mm 그린 LTE (SKT) 미개봉 새제품,"180,000",7,211,"갤럭시 워치4 44mm 그린 LTE (SKT) 미개봉 새제품 팝니다. 2021년 8월 생산품 입니다.

개봉이후 절대 반품 불가 입니다.
코로나로 직거래는 안합니다. 
택배비는 착불입니다.
원하시면 안전거래 등록해 드립니다(수수료는 구매자 부담).
네고문의 안받아요~

010
56I3
4O56",웨어러블(워치),강원도 홍천군 홍천읍,https://m.bunjang.co.kr/products/197667340?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
갤럭시워치 액티브2 스테인레스44mm블랙,"100,000",6,450,"2021년구입했습니다
고장부분 없습니다",웨어러블(워치),서울특별시 금천구 시흥제2동,https://m.bunjang.co.kr/products/165130368?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
갤럭시워치4 골프에디션,"193,500",1,19,"갤럭시워치4 블랙 
 44mm 골프에디션 미개봉 새제품입니다. 
22년 5월 생산제품",웨어러블(워치),충청남도 천안시 동남구 일봉동,https://m.bunjang.co.kr/products/198189379?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
갤럭시워치3 41mm 팝니다.,"100,000",3,129,"상태좋아요~~
부모님이 사용하시다가 안쓰셔서 내놓습니다.",웨어러블(워치),전국,https://m.bunjang.co.kr/products/196812652?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
(무료배송)갤럭시워치 강화유리필름 5매세트,"8,500",1,30,"타입별 가능 기종을 꼭확인하시고 구입하세요 
사진 클릭하시면 상세내용 확인하실수 있어요 

미사용 새 재품 입니다 
무료배송 입니다",케이스/보호필름/액세서리,경기도 화성시 향남읍,https://m.bunjang.co.kr/products/198142714?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
(무료배송)갤럭시 워치 소가죽 스트랩,"12,500",1,23,"※사진 클릭하시면 호환가능 기종이 있습니다 ※꼭확인 하시고 구매 하세요
블랙/브라운/그레이 3가지색상중 고르세요 

미사용 새 재품 입니다 
무료배송 입니다",웨어러블(워치),경기도 화성시 향남읍,https://m.bunjang.co.kr/products/197768460?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
(무료배송)갤럭시워치4 시계줄 메탈스트랩 호환기종확인,"17,900",10,184,"사진 클릭하시면 호환가능 기종이 있습니다 꼭확인 하시고 구매 하세요

4가지 색상 &gt;&gt;실버,콤비,블랙,핑크골드&lt;&lt;중
하나 선택하시면 됩니다 

미사용 새 재품 입니다 
무료배송 입니다",웨어러블(워치),경기도 화성시 향남읍,https://m.bunjang.co.kr/products/197033966?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
갤럭시 워치5 40mm 미개봉 배송거래 팝니다.,"260,000",0,8,색상 선택 가능하며 배송거래합니다.,웨어러블(워치),전국,https://m.bunjang.co.kr/products/198450651?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
갤럭시 워치 4 40mm LTE 버전,"138,000",15,328,"갤럭시 워치 4 40mm LTE 버전

기스 등 사용감은 있고요 
기본 가죽밴드는 사용을 거의 안 해서 상태가 좋고 패브릭 밴드 2종( 검정 , 흰색 )과
화이트 보호케이스 추가로 드립니다
충전케이블 등 구성은 사진 참조해 주세요

박스없고 별도의 박스에 넣어 포장발송드림",웨어러블(워치),전국,https://m.bunjang.co.kr/products/197909051?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
갤럭시 워치4 클래식 46mm 팝니다,"215,000",2,283,"워치5 생겨서 팝니다

46mm 블루투스

풀박스 보유

기본 스트랩 x

사용수 많습니다",웨어러블(워치),경기도 시흥시 대야동,https://m.bunjang.co.kr/products/197881306?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
갤럭시워치4 44mm 판매합니다,"160,000",2,76,"22.4월 제조 쿠팡에서 6/15에 구매해서 세컨폰으로 갤럭시 쓸때마다 잠깐씩 차서 전반적으로 상태 매우 좋습니다
LTE모델 아닙니다.
두번째 사진에 스크레치 아주 살짝 있는거 말곤 하자 없습니다.
풀박스이며 충전기는 미사용했습니다.
연락주세용",웨어러블(워치),경기도 성남시 분당구 백현동,https://m.bunjang.co.kr/products/198318643?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
갤럭시워치4 LTE 40mm 단순개봉 풀박,"200,000",0,35,"열고 상태 확인만 했어요
개통 가능 LTE",웨어러블(워치),전국,https://m.bunjang.co.kr/products/198410434?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
