,title,price,like,view,article,category,location,link
109,갤럭시워치 skt 46mm lte,"120,000",3,399,"사용감이 약간은 있네요 여분줄 드리고 충전기랑 박스랑 다 있습니다
사용을 안해서 판매합니다",웨어러블(워치),충청북도 옥천군 옥천읍,https://m.bunjang.co.kr/products/162186838?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
110,갤럭시 워치,"49,000",4,349,"정상동작
생활기스
화면스티커떼면 액정 깨끗해질듯합니다
",웨어러블(워치),경기도 군포시 산본1동,https://m.bunjang.co.kr/products/177551913?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
111,갤럭시워치3 45mm 블루투스 팝니다,"120,000",1,36,"강화유리 케이스 베젤 다되어있습니다.
가죽 줄 교체 4일 됬습니다.",웨어러블(워치),경기도 수원시 권선구 권선2동,https://m.bunjang.co.kr/products/190812718?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
112,갤럭시 워치 액티브2,"110,000",0,37,"active2 알루미늄 40mm, 아쿠아블랙
액정 기스 있어요. 
사진 확인 후 구매 바랍니다.",웨어러블(워치),경기도 고양시 일산동구 풍산동,https://m.bunjang.co.kr/products/189369009?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
113,갤럭시 워치4요,"150,000",2,89,블랙이고 40미리요,웨어러블(워치),충청남도 천안시 서북구 성정1동,https://m.bunjang.co.kr/products/190756920?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
114,갤럭시워치4 실버 블루투스 40mm 미개봉 새상품,"180,000",14,462,"갤럭시워치4 실버 40mm 미개봉 새상품입니다.

쿨거래시 배송비 제외해드립니다.

직거래는 가좌역 또는 행신역, 능곡역 인근에서 시간조율하여 가능합니다.
",웨어러블(워치),서울특별시 서대문구 남가좌제1동,https://m.bunjang.co.kr/products/183257637?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
115,갤럭시 워치4 44mm 미개봉 판매,"230,000",1,32,"갤럭시 워치4 미개봉 판매합니다!
저녁엔 신림에서 가능하고 낮에는 안양에서 가능합니다!",웨어러블(워치),서울특별시 관악구 서원동,https://m.bunjang.co.kr/products/190043514?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
116,갤럭시워치 엑티브 2 44mm,"180,000",0,49,"액정에 사용감 있구요 예민하신분들은 피해주세요 
잘관리하면서 썼습니다 
운동할때 착용했어요 
완충시 3일 갑니다 
애플로 갈아타면서 팔아요",웨어러블(워치),전라남도 나주시 빛가람동,https://m.bunjang.co.kr/products/190728765?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
117,갤럭시 워치,"10,000",1,19,충전시도 같이 드려요,웨어러블(워치),인천광역시 부평구 부평2동,https://m.bunjang.co.kr/products/190719579?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
118,[가격내림!!]갤럭시워치 4 44mm 블루투스 모델 미사용 제품 팝니다,"200,000",2,61,개봉만 했고 미사용 제품 풀박입니다. 화면에 스크래치 방지 필름 붙여놓았고 여분 필름 1개 더 드립니다,웨어러블(워치),서울특별시 광진구 화양동,https://m.bunjang.co.kr/products/190606537?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
119,갤럭시워치3 41mm 실버 어반스트랩 메탈밴드 구매희망,"30,000",3,1483,갤럭시워치3 41mm 어반스트랩 메탈 밴드 무유무 구매 희망합니다 톡 주세요^^,남성 시계,서울특별시 양천구 신월7동,https://m.bunjang.co.kr/products/178991159?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
120,갤럭시워치 액티브2 스테인 모델 구합니다,"80,000",0,49,"실버 혹은 블랙 선호합니다

바로 구매가능하고 상태에따라 금액 상햔 가능합니다",웨어러블(워치),경기도 안양시 동안구 관양2동,https://m.bunjang.co.kr/products/190665424?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
121,삼성 갤럭시 워치  액티브2 44mm,"95,000",10,1418,"💖송금 거래만 가능합니다 💖
🙏믿고 구매 부탁드립니다 🙏
액정 생활기스가 존재합니다 

모든기능 정상작동 합니다 
블루투스 전용 입니다 
색상 블랙
사용기간 3개월 
스트랩 부분 사용감 있습니다 
배터리상태 2일 사용가능합니다 
꼭 구매하실분만 연락주세요 
거래후 반품 환불 교환 불가 
직거래 장소 달서구 월성청구코아 앞 
택배거래시 선입금 해주시면 당일날 배송됩니다 
반값택배 1600원 
편의점택배 3500원 추가 입니다 
💟송금 거래만 가능합니다 💟
송금 받고 먹튀하는 그런 상점 아닙니다
믿고 거래해 주십시요 감사합니다 🙏",웨어러블(워치),대구광역시 달서구 월성2동,https://m.bunjang.co.kr/products/175622235?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
122,[무료배송]갤럭시워치3 41mm 45mm 스트랩 실리콘밴드 시계줄,"9,500",2,163,"안녕하세요 신뢰와 믿음의
 No.1 상점 ""다있는마켓"" 입니다!!
찜&amp;팔로우 하시면 최저가 업데이트 상품 및 상점상품 찾기가 수월합니다 😉

🛒구매시 도매가격으로 고객님들께 공장발주되어 발송됩니다.
구매 후 바로 발주가 들어가므로 주문취소가 어려우니 신중히 참고 부탁드리겠습니다.
발송은 입금순으로 발송됩니다. 

🚛배송은 입금순으로 바로 공장 직발주로 발송됩니다.

제품 상세 설명은 이미지를 클릭하시면
짤림없이 확인 하실 수 있습니다.

☑상점내 다른상품 보기
 <a href=""http://shop.bunjang.co.kr/brucelee18"">http://shop.bunjang.co.kr/brucelee18</a>
  
도매가격으로 공장 직발송 상품이라 교환/환불/반품은 안되오니
신중하게 구매부탁드리겠습니다.",웨어러블(워치),경기도 고양시 일산동구 백석2동,https://m.bunjang.co.kr/products/190654159?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
123,갤럭시워치4 40MM 미개봉,"180,000",3,18,"😀필독

사진, 게시글 꼭 확인해주세요!

사진의 빛은 조명 불빛입니다!


😐상품설명

❣ 모델명 : 갤럭시워치4 40MM
❣ 용량 : 16GB
❣ 색상 : 화이트
❣ 구성 : 풀박스
❣ 기능 : 모든 기능 정상
❣ 잔상 : X
❣ 상태 : 미개봉(사진과 동일합니다)
❣ 금액 : 180,000
❣ 택배 : 가능


💥구매자님들의 사기피해 방지를 위해 공식인증을 거쳐 판매중 입니다💥


L G / S K / K T / 알 뜰 폰 / 선 불 폰 유심사용가능합니다

직 거 래ㆍ택 배 거 래ㆍ화 물 택 배ㆍ퀵 가능

* 오후 5시 전 입금 건 당일 택배 발송 *

🎈 월~토 

모든 기기는 정상적인 기능 테스트를 거쳐 정상작동 확인 후 판매합니다

★ 단 순 변 심 , 게시글 내용 미확인 교환/환불 불가합니다 ★

* 올린 기기말고도 많은 기계들이 있으니 찾으시는 기기 문의주세요 ☎📞",스마트폰,부산광역시 동구 범일제2동,https://m.bunjang.co.kr/products/190649817?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
124,갤럭시워치 스트랩 판매(20mm) 개당 가격,"9,000",4,97,"판매자 : 갤워치4 실버 유저

1. 나일론 워치 스트랩
색상 : 블랙
가격 : 9천 원
특징 : 짱 잘 늘어남, 머리 묶기도 가능, 실버랑 안 어울려서 팖, 좋은 향 담아서 보내드림

2. 익스트림 스포츠 &gt;날개형&lt; 스트랩
색상 : 화이트
가격: 9천 원
특징 : 삼성 정품 사려다 넘 비싸서 제일 비슷한 걸로 삼, 본인 날개형 안 사기로 다짐했는데 걍 사버림, 실착 1회,,, 걍 새 거임

- 모든 배송비는 구매자 부담
- 일괄 구매시 배송비 X
- 직거래, gs반택, 일반 택배 가능
- 교환, 환불, 찔러보기 X",웨어러블(워치),전국,https://m.bunjang.co.kr/products/189165948?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
125,삼성 갤럭시 워치3 톰브라운 에디션 새제품,"600,000",28,2072,"개봉후 미사용 새제품입니다.
​
여분 스트랩 2종 / 충전기 포함입니다.",웨어러블(워치),서울특별시 송파구 문정1동,https://m.bunjang.co.kr/products/162366569?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
126,갤럭시 워치4 44mm,100,1,289,"갤럭시 워치4 44mm 그린색상 팔아요. 블루투스 모델
애지중지 잘 써온건데 아이폰으로 넘어갈려고 팔아요 ㅠ",웨어러블(워치),대전광역시 유성구 관평동,https://m.bunjang.co.kr/products/189866499?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
127,톰브라운 갤럭시워치,"290,000",11,450,"톰브라운 갤럭시 워치입니다.
착용은 약 10회미만으로 했습니다!
스트랩이 가죽이라 한두번만 착용해도 자연스럼 주름이 집니다.
사진상에 보이시는 우레탄 스트랩과 충전기 포함하어 보내드려요.
5통이상 쿨거래시 에눌가능합니다!
",웨어러블(워치),서울특별시 종로구 사직동,https://m.bunjang.co.kr/products/180541428?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
128,갤럭시워치3,"120,000",0,25,사용은 별로 하지않았습니다,남성 시계,경기도 화성시 우정읍,https://m.bunjang.co.kr/products/190614319?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
129,갤럭시워치42mm로즈골드,"180,000",3,470,"갤럭시워치 42mm
로즈골드

풀박
구매시 붙어있던 필름임ㅋ
필름떼면 새거
베젤링 떼면 새거

번톡ㄱㄱㄱㄱ",웨어러블(워치),서울특별시 중랑구 망우본동,https://m.bunjang.co.kr/products/166057338?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
130,갤럭시워치 삼성 정품 밀레니즈 루프,"40,000",2,169,"뜯어보기만한 새상품입니다.
1~2만원대 밀레니즈와 비교할수 없는 날개형의 깔끔함과 마감처리가 좋습니다.",웨어러블(워치),전라북도 군산시 나운3동,https://m.bunjang.co.kr/products/190528696?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
131,삼성전자 갤럭시 워치4 클래식 46mm / SM-R890,"319,000",2,28,"미개봉 새제품입니다
익일 배송 됩니다",웨어러블(워치),서울특별시 서대문구 남가좌제1동,https://m.bunjang.co.kr/products/190584390?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
132,갤럭시 워치4 44mm 그린 20만원 판매합니다.,"200,000",1,37,"안녕하세요. 폰고래 입니다❣

‣ 기기명: 삼성 갤럭시 워치4 44mm
‣ 색상 : 그린
‣ 가격 : 20만원
‣ 정보 : LTE제품이긴 하나 가개통 상태이므로 블루투스 연결 하여 사용하시면 됩니다.

         

‣ 구성품: 미개봉 새상품

쓰던 폰 그대로 데이터 이동 가능합니다.
기능 이상 보증기간 7일(교환,환불) 
단, 단순변심/고객과실 제외

﻿잔상 정도 또는 외관 상태에 따라서 기종별로 더 저렴한 기기들 많이 있으니 문의주세요 ❣

‣ 문의 : 공 일 공 - 이일육사 - 1 3 2 5
            번개톡보다는 전화주세요^^

‣ 직거래 장소는 부산 수영역입니다. 택배거래 또는 퀵거래 이용 시 배송료는 부담해주셔야 합니다.

📍  전 기능 이상 무! 안심하고 사용할 수 있는 기기만 합리적인 가격으로 판매합니다.
 
📍 보고계신 기기 포함하여 갤럭시 시리즈, 애플, LG기기, 태블릿PC, 스마트워치 등 새 제품부터 5만원짜리 저가폰까지 색상/금액/통신사별로 재고 다양 보유중이니 언제든지 연락주세요 :)",웨어러블(워치),부산광역시 수영구 수영동,https://m.bunjang.co.kr/products/190583555?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
133,#특판가# 갤럭시워치액티브2 40MM 블랙 / 0129,"69,000",5,212,"✅ 핸드폰장인,핸드폰장인1,핸드폰장인2,핸드폰장인4 동일업체 그 외 사칭에 주의요망 ✅

✅ 총합후기 ""4200건"" 실구매자분들의 소중한 후기가 함께합니다 신뢰도💯 서비스💯 ✅

✅ 위 상품은 계좌이체 및 현금 특별할인 가격입니다 (번개페이 불가) ✅

💚 핸드폰장인이 준비한 특별서비스 💚

✔ 매장 직접 내방시 ""3천원"" 추가할인 ✔

🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢

💚 상품상세 💚

✔ 모델명 : 갤럭시워치액티브2
✔ 색상 : 블랙
✔ 외관등급 : B급
✔ 통신사 : SKT / KT / LG U+ / 선불 or 알뜰유심 모두 사용가능

🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢

💚 구매방법 💚

✔ 택배거래 ✔
✔ 퀵 서비스 거래 ✔ (고객부담 주소 말씀해주시면 비용확인해드려요)
✔ 매장 내방 ✔
✔ 카드결제 ✔ (매장내방시에만 가능하며 , VAT10%별도)

🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢

🏠 경기도 평택시 신장동 319-16 1층 🏠
    평일 오전10시-오후8시 , 주말 오전11시-오후8시 운영

🚗 공영주차장 주소 : 평택시 신장1로28 (1시간30분 무료) 🚗

🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢

💚 필독사항 💚

✔ 실물을 직접 촬영 후 업로딩된 게시물입니다 ✔

외관에 생활감존재

✔ 기능 불량으로 인한 AS기간 ""15일""입니다 (소모품은 해당되지않아요) ✔

✔ 상품 결제후 단순변심으로 인한 교환 및 환불은 정책상 불가하니 꼭 참고해주세요 ✔

✔ 구매시 위와 같은 내용들을 명시함으로 간주합니다 ✔",웨어러블(워치),경기도 평택시 신장1동,https://m.bunjang.co.kr/products/190567783?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
134,"갤럭시 워치4 40mm 전국 최저가 17만 팜(블랙,실버)","170,000",6,49,"삼성 갤럭시 워치4 40mm 미개봉 새상품.

LTE 가개통 상품이고, 블루투스로 사용하시면 됩니다.

택배 거래시 3천원 추가요금 있습니다.



",웨어러블(워치),부산광역시 수영구 수영동,https://m.bunjang.co.kr/products/189992402?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
135,갤럭시워치4 44mm,"150,000",24,347,"구매후 두번사용 거의새제품
박스없습니다 기계랑 충전기만있습니다",웨어러블(워치),부산광역시 북구 만덕제3동,https://m.bunjang.co.kr/products/190543664?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
136,갤럭시워치4클래식 42mm 교환,"1,000",1,227,"실버랑 교환원해요~~~
실사용 1달입니다

직거래 선호

조치원",웨어러블(워치),세종특별자치시  조치원읍,https://m.bunjang.co.kr/products/190531097?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
137,갤럭시 워치3 45mm,"95,000",6,411,"생활기스 거의 없습니다.  충전기는 없습니다 ㅠ
",웨어러블(워치),전국,https://m.bunjang.co.kr/products/182722136?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
138,갤럭시워치 46mm,"45,000",16,638,"생활기스 조금 있고 정상작동 다 됩니다
충전기랑 같이 보내드리겠습니다
박스는 없습니다 ㅠ
",웨어러블(워치),전국,https://m.bunjang.co.kr/products/182721692?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
139,갤럭시 워치 4 미개봉 40mm,"170,000",7,118,"뜯은적도 없어서 밀봉 스티커 붙여져 있습니다
6월 15일까지만 팝니다
택포 가격 아닙니다
택포 5000원 추가 입니다",웨어러블(워치),서울특별시 종로구 사직동,https://m.bunjang.co.kr/products/187843358?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
140,갤럭시 워치4 40mm s급,"135,000",3,35,"진짜 s급이란거는 이런것입니다. 착용은 시착으로 1번 하고 
걍...갤럭시 핏2가 훨씬 가성비인거 같아서 올립니다.
뭐 네고는 엄청 해드리지는 않지만 일단 해드리기는 합니다
직거래는 직접 오시면 가능합니다.
전북 진안군입니다",웨어러블(워치),전라북도 진안군 부귀면,https://m.bunjang.co.kr/products/190231997?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
141,SKT 갤럭시워치4 lte 미개봉 핑크  판매,"190,000",7,124,"SKT 갤럭시워치4 lte 미개봉 핑크  판매  
미개봉입니다. 블루투스로 사용하셔도되시구
6개월이따 확정기변가능합니다.
직거래는 서울 성내동 희망하구

택배도 가능하니 연락주세요''",웨어러블(워치),서울특별시 강남구 역삼2동,https://m.bunjang.co.kr/products/190491011?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
142,#특판가# 갤럭시워치46MM 블랙 / 0902,"75,000",1,44,"✅ 핸드폰장인,핸드폰장인1,핸드폰장인2,핸드폰장인4 동일업체 그 외 사칭에 주의요망 ✅

✅ 총합후기 ""4200건"" 실구매자분들의 소중한 후기가 함께합니다 신뢰도💯 서비스💯 ✅

✅ 위 상품은 계좌이체 및 현금 특별할인 가격입니다 (번개페이 불가) ✅

💚 핸드폰장인이 준비한 특별서비스 💚

✔ 매장 직접 내방시 ""3천원"" 추가할인 ✔

🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢

💚 상품상세 💚

✔ 모델명 : 갤럭시워치46MM
✔ 색상 : 블랙
✔ 외관등급 : A급
✔ 통신사 : SKT / KT / LG U+ / 선불 or 알뜰유심 모두 사용가능

🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢

💚 구매방법 💚

✔ 택배거래 ✔
✔ 퀵 서비스 거래 ✔ (고객부담 주소 말씀해주시면 비용확인해드려요)
✔ 매장 내방 ✔
✔ 카드결제 ✔ (매장내방시에만 가능하며 , VAT10%별도)

🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢

🏠 경기도 평택시 신장동 319-16 1층 🏠
    평일 오전10시-오후8시 , 주말 오전11시-오후8시 운영

🚗 공영주차장 주소 : 평택시 신장1로28 (1시간30분 무료) 🚗

🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢

💚 필독사항 💚

✔ 실물을 직접 촬영 후 업로딩된 게시물입니다 ✔

외관에 아주 미세한 생활감존재

✔ 기능 불량으로 인한 AS기간 ""15일""입니다 (소모품은 해당되지않아요) ✔

✔ 상품 결제후 단순변심으로 인한 교환 및 환불은 정책상 불가하니 꼭 참고해주세요 ✔

✔ 구매시 위와 같은 내용들을 명시함으로 간주합니다 ✔",웨어러블(워치),경기도 평택시 신장1동,https://m.bunjang.co.kr/products/190478657?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
143,갤럭시 워치4 핑크 골드 40mm 블루투스,"130,000",2,66,"갤럭시 워치4 핑크 골드 블루투스 판매합니다.
두번째 사진에 표시해둔 기스 빼고는 멀쩡하며, 화면은 강화유리, 뒷면은 보호필름 붙여서 사용했습니다.
사진상 케이스와 스트랩들 같이 드립니다.
녹번역 3번출구에서 직거래나 안전결제로 택배 거래 가능합니다. (배송비 미포함이기 때문에 택배는 +5000원 추가 필요)",웨어러블(워치),서울특별시 은평구 녹번동,https://m.bunjang.co.kr/products/190453802?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
144,갤럭시워치4 40mm 블랙 lg u+ 개봉만한 새상품,"185,000",5,50,"갤럭시 워치4 40mm 블랙 lg u+용
개봉만한고 전원도 안킨 미사용 풀박스 새상품입니다.

꽉 막힌 사람 아니니 많은 문의 주십시오 !!",웨어러블(워치),울산광역시 동구 남목3동,https://m.bunjang.co.kr/products/190448892?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
145,갤럭시워치4 블랙,"170,000",3,36,"갤럭시워치4 20mm 블랙 sk텔레콤용
거의 새것, 올해 3월 구입하고 연결할때만 개봉만하고
사용하지 않았습니다.",웨어러블(워치),대구광역시 달서구 본리동,https://m.bunjang.co.kr/products/190447419?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
146,갤럭시 워치 액티브2,"150,000",11,736,"알루미늄 은색, 40mm입니다 
상태 s급
가죽 스트랩 드립니다(한번도 착용안함)

산본역~금정역,직거래만 합니다 
택배, 네고 사절합니다",웨어러블(워치),경기도 안양시 동안구 호계1동,https://m.bunjang.co.kr/products/162915929?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
147,갤럭시 워치 액티브 2 로즈골드나 실버 삽니다,100,0,33,"갤럭시 액티브 2 로즈골드나 실버 삽니다.
가격은 100000까지 가능 합니다",웨어러블(워치),서울특별시 광진구 구의제1동,https://m.bunjang.co.kr/products/190437636?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
148,갤럭시 워치4 핑크골드 (미사용),"170,000",5,76,사고나서 개봉스티커만 뜯어 상태확인후 한번도 착용을 안하고 사용도ㅠ안했습니다.. 스티커만 뜯었지 새상픔입니다.,웨어러블(워치),서울특별시 양천구 신월1동,https://m.bunjang.co.kr/products/190422289?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
149,갤럭시워치4 44mm(새상품)판매,"225,000",0,19,"갤럭시S22 구매 사은쿠폰받아서 판매합니다.
제가 구매 후 받으실주소로 등록하는 방법으로
판매합니다~!",웨어러블(워치),서울특별시 중랑구 상봉제1동,https://m.bunjang.co.kr/products/190393042?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
150,갤럭시워치4 우영미 에디션 (44mm),"620,000",3,251,"새상품입니다 44mm
사실분들은 연락주세요~",웨어러블(워치),서울특별시 서대문구 홍은제1동,https://m.bunjang.co.kr/products/190392511?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
151,갤럭시 워치4 정품 밴드 줄 시계줄,"15,000",4,106,"손목에 차보니 너무 넓어서 팝니다.
워치 4에 딸린 정품 실리콘 밴드입니다. 
:-)",웨어러블(워치),광주광역시 북구 문흥1동,https://m.bunjang.co.kr/products/187167175?q=%EA%B0%A4%EB%9F%AD%EC%8B%9C%EC%9B%8C%EC%B9%98&ref=%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC
